cell,site,date,night,CORRAF,CORTOW,EPTFUS,LASBOR,LASCIN,LASINT,LASNOC,MYOAUS,MYOGRI,MYOLEI,MYOLUC,MYOSEP,MYOSOD,NYCHUM,PERSUB,TADBRA
cell-12,C12-S5,20180612,night4 ,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
cell-12,C12-S5,20160609,night1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-12,C12-S5,20160610,night2,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-12,C12-S5,20160611,night3,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-12,C12-S5,20160612,night4,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0
cell-12,C12-S5,20170610,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
cell-12,C12-S5,20170611,night2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-12,C12-S5,20170612,night3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-12,C12-S5,20170613,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-12,C12-S6,20210601,night1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
cell-12,C12-S6,20210602,night2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
cell-12,C12-S6,20210603,night3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
cell-12,C12-S6,20210604,night4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
cell-12,C12-S6,20200605,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-12,C12-S6,20200606,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-12,C12-S6,20200607,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-12,C12-S6,20200608,night4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-12,C12-S6,20190529,night1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Cell-12,C12-S6,20190530,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-12,C12-S6,20190531,night3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Cell-12,C12-S6,20190601,night4 ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
cell-12,C12-S6,20180609,night1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
cell-12,C12-S6,20180610,night2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
cell-12,C12-S6,20180611,night3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
cell-12,C12-S6,20180612,night4 ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cell-13,C13-S1,20210723,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20210724,night2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-13,C13-S1,20210725,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20210726,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20200804,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S1,20200805,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20200806,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20200807,night4 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Cell-13,C13-S1,20190712,night1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
Cell-13,C13-S1,20190713,night2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Cell-13,C13-S1,20190714,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cell-13,C13-S1,20190715,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S1,20180707,night1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
cell-13,C13-S1,20180708,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-13,C13-S1,20180709,night3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-13,C13-S1,20180710,night4 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-13,C13-S1,20160708,night1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-13,C13-S1,20160709,night2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
cell-13,C13-S1,20160710,night3,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
cell-13,C13-S1,20160711,night4,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-13,C13-S1,20170706,night1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-13,C13-S1,20170707,night2,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
cell-13,C13-S1,20170708,night3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S1,20170709,night4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S2,20210723,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S2,20210724,night2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S2,20210725,night3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
cell-13,C13-S2,20210726,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S2,20200804,night1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S2,20200805,night2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
cell-13,C13-S2,20200806,night3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
cell-13,C13-S2,20200807,night4 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Cell-13,C13-S2,20190712,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Cell-13,C13-S2,20190713,night2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Cell-13,C13-S2,20190714,night3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Cell-13,C13-S2,20190715,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S2,20180707,night1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
cell-13,C13-S2,20180708,night2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
cell-13,C13-S2,20180709,night3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
cell-13,C13-S2,20180710,night4 ,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
cell-13,C13-S2,20150709,night1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
cell-13,C13-S2,20150710,night2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S2,20150711,night3,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
cell-13,C13-S2,20150712,night4,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0
cell-13,C13-S2,20160708,night1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S2,20160709,night2,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1
cell-13,C13-S2,20160710,night3,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1
cell-13,C13-S2,20160711,night4,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1
cell-13,C13-S2,20170706,night1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
cell-13,C13-S2,20170707,night2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S2,20170708,night3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S2,20170709,night4,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
cell-13,C13-S3,20150709,night1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
cell-13,C13-S3,20150710,night2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
cell-13,C13-S3,20150711,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-13,C13-S3,20150712,night4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell-13,C13-S4,20180707,night1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
cell-13,C13-S4,20180708,night2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-13,C13-S4,20180709,night3,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-13,C13-S4,20180710,night4 ,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
Cell-14,C14-S1,20190607,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cell-14,C14-S1,20190608,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Cell-14,C14-S1,20190609,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cell-14,C14-S1,20190610,night4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S1,20180601,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S1,20180602,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S1,20180603,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S1,20180604,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20150601,night1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20150602,night2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
cell-14,C14-S1,20150603,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-14,C14-S1,20150604,night4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
cell-14,C14-S1,20160601,night1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20160602,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20160603,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S1,20160604,night4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20170601,night1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
cell-14,C14-S1,20170602,night2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
cell-14,C14-S1,20170603,night3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
cell-14,C14-S1,20170604,night4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
Cell-14,C14-S2,20190607,night1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
Cell-14,C14-S2,20190608,night2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Cell-14,C14-S2,20190609,night3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Cell-14,C14-S2,20190610,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S2,20180601,night1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
cell-14,C14-S2,20180602,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C14-S2,20180603,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-14,C14-S2,20180604,night4 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
cell-14,C14-S2,20150601,night1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
cell-14,C14-S2,20150602,night2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-14,C14-S2,20150603,night3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-14,C14-S2,20150604,night4,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
cell-14,C14-S2,20160601,night1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-14,C14-S2,20160602,night2,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
cell-14,C14-S2,20160603,night3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-14,C14-S2,20160604,night4,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1
cell-14,C14-S2,20170601,night1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-14,C14-S2,20170602,night2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-14,C14-S2,20170603,night3,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-14,C14-S2,20170604,night4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-14,C14-S3,20160601,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-14,C14-S3,20160602,night2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-14,C14-S3,20160603,night3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-14,C14-S3,20160604,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
Cell-18,C18-S1,20190613,night1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Cell-18,C18-S1,20190614,night2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cell-18,C18-S1,20190615,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-18,C18-S1,20190616,night4 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
cell-18,C18-S1,20150605,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20150606,night2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S1,20150607,night3,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S1,20150608,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20160605,night1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20160606,night2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
cell-18,C18-S1,20160607,night3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20160608,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20170605,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S1,20170606,night2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S1,20170607,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-18,C18-S1,20170608,night4,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
cell-14,C18-S2,20180605,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C18-S2,20180606,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C18-S2,20180607,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-14,C18-S2,20180608,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cell-18,C18-S2,20190613,night1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
Cell-18,C18-S2,20190614,night2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
Cell-18,C18-S2,20190615,night3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
Cell-18,C18-S2,20190616,night4 ,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
cell-18,C18-S2,20150605,night1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
cell-18,C18-S2,20150606,night2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S2,20150607,night3,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
cell-18,C18-S2,20150608,night4,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-18,C18-S2,20160605,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
cell-18,C18-S2,20160606,night2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-18,C18-S2,20160607,night3,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-18,C18-S2,20160608,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-18,C18-S2,20170605,night1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S2,20170606,night2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
cell-18,C18-S2,20170607,night3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-18,C18-S2,20170608,night4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
cell-18,C18-S3,20150605,night1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-18,C18-S3,20150606,night2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
cell-18,C18-S3,20150607,night3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
cell-18,C18-S3,20150608,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-18,C18-S3,20160605,night1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
cell-18,C18-S3,20160606,night2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cell-18,C18-S3,20160607,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-18,C18-S3,20160608,night4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-18,C18-S3,20170605,night1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
cell-18,C18-S3,20170606,night2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
cell-18,C18-S3,20170607,night3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
cell-18,C18-S3,20170608,night4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
cell-18,C18-S4,20150605,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-18,C18-S4,20150606,night2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
cell-18,C18-S4,20150607,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
cell-18,C18-S4,20150608,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cell-18,C18-S4,20160605,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
cell-18,C18-S4,20160606,night2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
cell-18,C18-S4,20160607,night3,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
cell-18,C18-S4,20160608,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
cell-18,C18-S4,20170605,night1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-18,C18-S4,20170606,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-18,C18-S4,20170607,night3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
cell-18,C18-S4,20170608,night4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-19,C19-S1,20180712,night1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
cell-19,C19-S1,20180713,night2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
cell-19,C19-S1,20180714,night3,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
cell-19,C19-S1,20180715,night4 ,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
cell-19,C19-S1,20160712,night1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20160713,night2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20160714,night3,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20160715,night4,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20170711,night1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20170712,night2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20170713,night3,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S1,20170714,night4,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
cell-19,C19-S2,20180712,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-19,C19-S2,20180713,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20180714,night3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
cell-19,C19-S2,20180715,night4 ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
cell-19,C19-S2,20150709,night1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20150710,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20150711,night3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
cell-19,C19-S2,20150712,night4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
cell-19,C19-S2,20160712,night1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20160713,night2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S2,20160714,night3,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20160715,night4,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1
cell-19,C19-S2,20170710,night1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20170711,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S2,20170712,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S2,20170713,night4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S3,20150709,night1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
cell-19,C19-S3,20150710,night2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
cell-19,C19-S3,20150711,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cell-19,C19-S3,20150712,night4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
cell-19,C19-S4,20150709,night1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S4,20150710,night2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S4,20150711,night3,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S4,20150712,night4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
cell-19,C19-S5,20180712,night1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S5,20180713,night2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
cell-19,C19-S5,20180714,night3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
cell-19,C19-S5,20180715,night4 ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S5,20160712,night1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S5,20160713,night2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0
cell-19,C19-S5,20160714,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-19,C19-S5,20160715,night4,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
cell-19,C19-S6,20180712,night1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
cell-19,C19-S6,20180713,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-19,C19-S6,20180714,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-19,C19-S6,20180715,night4 ,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-1,C1-S1,20150612,night1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
cell-1,C1-S1,20150613,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-1,C1-S1,20150614,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
cell-1,C1-S1,20150615,night4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
cell-1,C1-S2,20150612,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell-1,C1-S2,20150613,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S2,20150614,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S2,20150615,night4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell-1,C1-S3,20210601,night1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
cell-1,C1-S3,20210602,night2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
cell-1,C1-S3,20210603,night3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
cell-1,C1-S3,20210604,night4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
cell-1,C1-S3,20200605,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S3,20200606,night2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
cell-1,C1-S3,20200607,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S3,20200608,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-1,C1-S3,20190601,night1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Cell-1,C1-S3,20190602,night2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Cell-1,C1-S3,20190603,night3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Cell-1,C1-S3,20190604,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cell-1,C1-S3,20180609,night1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
cell-1,C1-S3,20180610,night2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
cell-1,C1-S3,20180611,night3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
cell-1,C1-S3,20180612,night4 ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
cell-1,C1-S3,20160610,night1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-1,C1-S3,20160611,night2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-1,C1-S3,20160612,night3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-1,C1-S3,20160613,night4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-1,C1-S3,20170609,night1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-1,C1-S3,20170610,night2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-1,C1-S3,20170611,night3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-1,C1-S3,20170612,night4,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-1,C1-S4,20210601,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S4,20210602,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S4,20210603,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S4,20210604,night4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-1,C1-S4,20200605,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cell-1,C1-S4,20200606,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
cell-1,C1-S4,20200607,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
