site_code,2015,2016,2017,2018,2019,2020,2021
C205-S2,122.48486328125,106.51513671875,107.9599609375,102.52490234375,211.2099609375,115.5849609375,126.8603515625
C206-S1,133.35009765625,105.6103515625,102.2548828125,108.2548828125,201.41015625,117.1103515625,122.22509765625
C206-S2,126.89013671875,109.7548828125,102.5498046875,100.294921875,215.205078125,120.81494140625,129.76025390625
C207-S1,161.54541015625,180.64990234375,152.6298828125,180.58984375,110.59521484375,106.705078125,238.22998046875
C207-S2,161.54541015625,180.64990234375,152.6298828125,180.58984375,110.59521484375,106.705078125,238.22998046875
C208-S1,116.35498046875,125.92529296875,147.16015625,128.84521484375,152.14501953125,122.73486328125,114.51513671875
C208-S2,116.35498046875,125.92529296875,147.16015625,128.84521484375,152.14501953125,122.73486328125,114.51513671875
C209-S1,132.18994140625,129.6201171875,95.3046875,86.14990234375,107.8251953125,118.134765625,147.8349609375
C209-S2,135.67041015625,132.35009765625,99.53515625,83.2099609375,109.134765625,114.7001953125,146.884765625
C21-S1,89.53466796875,86.2802734375,139.3798828125,81.27490234375,151.1201171875,95.3349609375,105.294921875
C21-S2,93.4404296875,83.8046875,126.83984375,85.91015625,157.10498046875,87.30517578125,103.2900390625
C21-S3,93.4404296875,83.8046875,126.83984375,85.91015625,157.10498046875,87.30517578125,103.2900390625
C22-S1,158.31494140625,180.61474609375,138.0751953125,193.294921875,107.40478515625,152.40966796875,196.125
C22-S2,158.31494140625,180.61474609375,138.0751953125,193.294921875,107.40478515625,152.40966796875,196.125
C22-S3,172.23974609375,180.52978515625,136.294921875,193.27490234375,103.0849609375,157.8046875,190.875
C22-S4,166.7099609375,179.77978515625,134.55517578125,191.82470703125,100.26513671875,156.59033203125,184.7099609375
C22-S5,158.31494140625,180.61474609375,138.0751953125,193.294921875,107.40478515625,152.40966796875,196.125
C22-S6,166.7099609375,179.77978515625,134.55517578125,191.82470703125,100.26513671875,156.59033203125,184.7099609375
C22-S7,161.97998046875,176.68017578125,133.56494140625,189.64501953125,96.86474609375,153.85986328125,180.625
C22-S8,158.31494140625,180.61474609375,138.0751953125,193.294921875,107.40478515625,152.40966796875,196.125
C24-S1,105.365234375,75.1796875,93.96484375,94.9150390625,173.93994140625,94.99462890625,130.33984375
C24-S2,100.89501953125,74.4052734375,92.7099609375,92.55029296875,174.56005859375,94.84521484375,127.9951171875
C24-S3,100.71484375,96.5546875,75.61962890625,86.1201171875,168.06494140625,96.830078125,112.64013671875
C24-S4,114.28515625,79.224609375,96.26513671875,97.07958984375,168.81005859375,99.5751953125,127.6201171875
C24-S5,114.28515625,79.224609375,96.26513671875,97.07958984375,168.81005859375,99.5751953125,127.6201171875
C24-S6,107.73486328125,74.21484375,95.2099609375,98.455078125,158.84521484375,96.89501953125,131.57958984375
C24-S7,105.365234375,75.1796875,93.96484375,94.9150390625,173.93994140625,94.99462890625,130.33984375
