psi(Int),col(Int),ext(Int),p(Int),psi(sc.canopy1km_mean),psi(sc.canopy1km_median),psi(sc.canopy2500m_mean),psi(sc.canopy2500m_median),psi(sc.canopy500m_mean),psi(sc.canopy500m_median),psi(sc.canopy5km_mean),psi(sc.canopy5km_median),psi(sc.dis_2_clutter),psi(sc.elev),psi(sc.impervious),psi(sc.structure),psi(sc.tree_canopy),psi(sc.urban1km_mean),psi(sc.urban1km_median),psi(sc.urban2500m_mean),psi(sc.urban2500m_median),psi(sc.urban500m_mean),psi(sc.urban500m_median),psi(sc.urban5km_mean),psi(sc.urban5km_median),psi(sc.water),p(canopy),p(j_date),df,logLik,QAIC,delta,weight
3.2184194164253714,-0.7525987231129898,-2.091737727555885,0.314083699843816,NA,NA,NA,0.9090860592730792,NA,NA,NA,NA,NA,2.12910168536848,NA,NA,NA,NA,NA,0.049071652483764196,NA,NA,NA,NA,NA,NA,+,0.29822195613259855,10,-1179.521121563692,925.8476027307986,6.120522872155334,0.00114939532123287
3.4572170978529795,-0.7450924109882977,-2.079869537785234,0.3540359233175932,NA,NA,NA,NA,NA,NA,NA,0.8305785958101342,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,0.10117858529649017,NA,+,0.3037471058891342,12,-1174.3066169289057,925.8518137386251,6.124733879981818,0.00114697781081807
3.286655398291704,-0.7510386672339084,-2.0904646389636694,0.3116305131622421,NA,NA,NA,0.8673665813530312,NA,NA,NA,NA,NA,2.255577766603075,NA,NA,NA,NA,NA,NA,NA,NA,-0.0340482771743807,NA,NA,NA,+,0.298151852082633,10,-1179.5271375262344,925.8522126637812,6.125132805137923,0.00114674905448188
2.124581480829224,-0.7397493274890151,-2.0814387489751027,0.30326224116710765,NA,NA,NA,NA,0.8241182144228292,NA,NA,NA,NA,NA,-0.10029109345689395,NA,NA,NA,NA,NA,NA,NA,NA,0.03802158010242279,NA,NA,+,0.3049981556194415,10,-1179.5334078685312,925.8570175237787,6.129937665135458,0.00114399737683228
3.27915226251153,-0.7517180182591592,-2.0906750454566954,0.3115995032484263,NA,NA,NA,0.8659877434720914,NA,NA,NA,NA,NA,2.2401435787872725,NA,NA,NA,NA,NA,NA,NA,-0.02570255907119621,NA,NA,NA,NA,+,0.29818913062789687,10,-1179.5358407049207,925.8588817662228,6.131801907579529,0.00114293152942605
2.282794635667084,-0.7397636381474777,-2.105148183423281,0.33658276943562765,NA,NA,NA,NA,NA,NA,1.3061269010098566,NA,NA,NA,NA,NA,NA,NA,NA,0.06634370223989515,NA,NA,NA,NA,NA,NA,+,0.303077868858755,9,-1182.1496462765265,925.8617979130472,6.1347180544039475,0.00114126626568444
1.829819237272765,-0.6941246823551696,-2.060482120013469,0.3305754010057341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22994218583905876,NA,NA,+,0.3053893303952363,8,-1184.773056703861,925.8720741025754,6.14499424393216,0.00113541737041692
2.2905440628833666,-0.7421139438010709,-2.104449815578559,0.33528945361819695,NA,NA,NA,NA,NA,NA,1.2718599402075952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02717287539754919,NA,NA,NA,NA,+,0.30314226869409017,9,-1182.1924313707016,925.894583425825,6.167503567181711,0.00112271027328021
2.2904119989508995,-0.7416860522773365,-2.1043943029021754,0.33497213716458885,NA,NA,NA,NA,NA,NA,1.2625227220966118,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01601382676313258,NA,NA,NA,NA,NA,+,0.30314914013037375,9,-1182.1937449314114,925.8955899857559,6.168510127112654,0.00112214537785484
2.2904076011976278,-0.7433744085524265,-2.104436442618521,0.3345964185306668,NA,NA,NA,NA,NA,NA,1.2460242817412255,NA,NA,NA,NA,NA,NA,NA,-0.01236884493459831,NA,NA,NA,NA,NA,NA,NA,+,0.3032000898771629,9,-1182.196114903602,925.8974060564,6.170326197756708,0.00112112689269553
2.2905599597552055,-0.742479484548978,-2.1043091269151137,0.3347853051031571,NA,NA,NA,NA,NA,NA,1.2530274391113008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.059477048292491e-5,NA,NA,NA,+,0.30317189606164957,9,-1182.1989391951256,925.8995702644642,6.172490405820895,0.00111991437291904
2.095747014020385,-0.72419076118295,-2.096460622712124,0.3302350207023459,NA,NA,NA,NA,NA,NA,NA,0.9363915627749079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30346614833679203,8,-1184.8161209895795,925.9050735552333,6.177993696590079,0.00111683700156271
3.442600808653038,-0.746953984278369,-2.0804680571096412,0.3540126865502717,NA,NA,NA,NA,NA,NA,NA,0.82809636526603,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,0.010241500719657225,NA,NA,+,0.30376643637316614,12,-1174.3917199355221,925.9170267705151,6.189946911871857,0.00111018201194602
3.7330708095954175,-0.7201102778649475,-2.0839131324657667,0.3241624773639704,NA,NA,NA,NA,NA,NA,1.1384979610675585,NA,NA,3.092745683227372,NA,NA,-0.4901109208367068,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3004067842937754,10,-1179.6232085308989,925.9258302918765,6.198750433233272,0.00110530599581838
3.899392483168899,-0.7281651842251688,-2.0804144164982796,0.2889540090568924,NA,NA,NA,NA,NA,NA,0.9722596047115328,NA,NA,3.2350798314459968,-0.27955382835710246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.2993269846925921,10,-1179.6270542154173,925.928777176565,6.201697317921685,0.00110367859039929
3.450863751263776,-0.7804743188874577,-2.099610309357342,0.3550582739680969,NA,NA,1.2249763940618856,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3028467312795623,11,-1177.0432406827601,925.9488434350653,6.221763576422063,0.00109266060531114
3.6263005342877634,-0.707702598732241,-2.0760734950985524,0.2962462884547922,NA,NA,NA,NA,NA,NA,NA,0.6462258631017592,NA,3.327543011947309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.2999348471289414,9,-1182.2827643344042,925.9638040876661,6.236724229022798,0.00108451764143141
2.4447370136158746,-0.7555107324698989,-2.0986429032364846,0.35023943364845905,NA,NA,1.2862705157742187,NA,NA,NA,NA,NA,NA,NA,-0.154148297517395,NA,-0.5037371649839618,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3026670476078649,10,-1179.6789079371592,925.9685118292408,6.241431970597546,0.00108196782917845
2.4542892836867,-0.7524855905751017,-2.100064402015958,0.3500364485828928,NA,NA,1.4349865033405915,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3702883034957308,0.16670124598571812,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3024066142353868,10,-1179.7160531689192,925.9969756083673,6.269895749724014,0.00106667843904561
2.434606745903145,-0.7551729577221414,-2.1040243656347135,0.35046014043206664,NA,NA,1.4409660476840547,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3701174708311369,NA,NA,0.15010410719817469,NA,NA,NA,NA,NA,NA,+,0.3024839489042542,10,-1179.7200646155281,926.0000495138147,6.272969655171437,0.00106504026393472
2.445203354253636,-0.7512606372028339,-2.104437964006729,0.3527185703765034,NA,NA,1.4756682490090391,NA,NA,NA,NA,NA,0.3273076277495506,NA,NA,NA,NA,0.23489242664011048,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3027749505860961,10,-1179.7221869491939,926.0016758231371,6.274595964493869,0.00106417457349752
2.7405847311999807,-0.7679472958035053,-2.113816231221938,0.3421479421734631,NA,NA,NA,1.1981396094978662,NA,NA,NA,NA,NA,NA,NA,NA,-0.3404969657916372,NA,NA,NA,NA,NA,NA,NA,NA,+,+,0.3008611655329416,10,-1179.740171986787,926.0154574611395,6.288377602496212,0.00105686674649915
2.8600693258113714,-0.7607378809922375,-2.1107441455265543,0.3347196685868465,NA,NA,1.4454791524167878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18534845552494128,NA,NA,NA,NA,NA,NA,NA,+,+,0.3016394721254794,10,-1179.7639708940849,926.0336941717126,6.3066143130693035,0.00104727366305312
2.8392540578134677,-0.7627803960769871,-2.1140564951716057,0.3354637209889785,NA,NA,1.4495631948743894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1682276710141138,NA,NA,NA,NA,NA,+,+,0.30172052209641465,10,-1179.7744075769558,926.0416916298512,6.314611771207979,0.00104309426113009
3.892734551038379,-0.7347119869622536,-2.08304568327988,0.2607526723708599,NA,NA,NA,NA,0.6308968779042178,NA,NA,NA,NA,3.655970666484837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3000512715429552,9,-1182.4046790377627,926.0572253162933,6.330145457650019,0.00103502409197704
2.418157138947039,-0.7546428978370731,-2.1089691264796815,0.3521969459038514,NA,NA,1.4619089844251147,NA,NA,NA,NA,NA,0.30405795552480896,NA,NA,NA,NA,NA,NA,0.18965332310657312,NA,NA,NA,NA,NA,NA,+,0.302839274828921,10,-1179.7998650417835,926.0611992657346,6.334119407091293,0.00103296956709148
4.075164555923815,-0.6849671048195108,-2.0663885847014094,0.29055796909378506,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625634034620853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.301350974778443,8,-1185.0476730864898,926.0825081122528,6.355428253609489,0.0010220222941079
2.412471391675319,-0.7568317133741777,-2.104601382634802,0.3528153994873144,NA,NA,1.3409644838598989,NA,NA,NA,NA,NA,0.16232378855481888,NA,NA,NA,-0.3118133470914953,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30283849132875346,10,-1179.8365522907982,926.0893121002285,6.362232241585275,0.00101855128792659
2.4364363268007687,-0.7557698166691652,-2.1022554007791125,0.3488727776988082,NA,NA,1.3504463373668394,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39039664963715115,NA,NA,NA,0.03992706047651009,NA,NA,NA,NA,NA,+,0.3025169884906656,10,-1179.912295770326,926.1473530807095,6.420273222066271,0.000989417217391117
2.4401033989286263,-0.7566666951393379,-2.101992720554304,0.3490151602617274,NA,NA,1.3619286566710815,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38334519034056136,NA,NA,NA,NA,0.053452363615565796,NA,NA,NA,NA,+,0.3025080341177567,10,-1179.9179521854794,926.1516874984517,6.424607639808414,0.000987275265487338
2.438967727632527,-0.757360277721511,-2.102288774227488,0.348709237080086,NA,NA,1.3466495052563812,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38966570917368676,NA,NA,NA,NA,NA,0.03249162388041189,NA,NA,NA,+,0.30252259399650633,10,-1179.926985483616,926.1586095659892,6.4315297073459305,0.000983864178802576
2.437285106312628,-0.7558566612606312,-2.101748332689251,0.3488986093888474,NA,NA,1.3416366036448857,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394587185556311,NA,0.022573097065705375,NA,NA,NA,NA,NA,NA,NA,+,0.30253332054985654,10,-1179.9340750847487,926.1640422105354,6.436962351892134,0.000981195313010782
2.4346483174273357,-0.7566617838928966,-2.107232776968215,0.3516820304982225,NA,NA,1.4223501634440225,NA,NA,NA,NA,NA,0.32867577355418187,NA,NA,NA,NA,NA,NA,NA,NA,0.14960855651944616,NA,NA,NA,NA,+,0.3028305879545335,10,-1179.9596708901022,926.1836558544845,6.456575995841263,0.000971619934013948
2.4229634478023976,-0.7558729290390623,-2.1049127996671944,0.3501644354365855,NA,NA,1.2910180981369839,NA,NA,NA,NA,NA,0.36279795582429475,NA,-0.11860080000906402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30303092571007867,10,-1179.9670740027818,926.1893287377638,6.46224887912058,0.000968867895618442
2.844793599312421,-0.7645531653969456,-2.1120197648510177,0.33301436086901665,NA,NA,1.371447325843418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0769632455487174,NA,NA,NA,+,+,0.30173675067781935,10,-1179.9864387826342,926.2041676495281,6.477087790884866,0.000961706024458881
2.4671346998695576,-0.7570533744605228,-2.1031788867056243,0.3379439260708015,NA,NA,1.4035666090181063,NA,NA,NA,NA,NA,NA,NA,-0.17844164627835668,NA,NA,NA,NA,0.27149725544930425,NA,NA,NA,NA,NA,NA,+,0.30212545354239073,10,-1179.992535149239,926.2088391948192,6.481759336175969,0.000959462319246625
2.8415130142501015,-0.7645939475391467,-2.111113156456018,0.3309885720598547,NA,NA,1.3023212819259458,NA,NA,NA,NA,NA,NA,NA,-0.044705247787552416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,0.301840309071646,10,-1180.015767614555,926.2266418502337,6.49956199159044,0.00095095972903205
2.8387781421552853,-0.7639023786389766,-2.1117481092187615,0.33193200889262553,NA,NA,1.3335926845626394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02808465472758873,NA,NA,NA,NA,+,+,0.30176940681890546,10,-1180.0248698788926,926.2336167654349,6.506536906791666,0.000947649073537941
2.3964012790841913,-0.7331513149237231,-2.1030027330760177,0.35464297386471494,NA,NA,NA,NA,NA,NA,1.4463196020241305,NA,NA,NA,-0.31114959518662844,NA,-0.7349547364476365,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3028544357083825,10,-1180.0251050686143,926.233796987444,6.5067171288006875,0.000947563683775337
2.844298610446265,-0.7652787739402707,-2.1119686636606505,0.3317469857102104,NA,NA,1.3349432410335214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02784396239475822,NA,NA,+,+,0.3017384481556968,10,-1180.0280603291556,926.2360615549085,6.508981696265209,0.000946491380021529
2.432004639542187,-0.7589572298335467,-2.1076805140230483,0.34995118089343874,NA,NA,1.3707351000039185,NA,NA,NA,NA,NA,0.31891542879959256,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09132138316643129,NA,NA,NA,+,0.3028612032217576,10,-1180.028859054662,926.236673605105,6.509593746461746,0.00094620177421953
2.4218870814408793,-0.7546028301924687,-2.107312954715153,0.3499408946308785,NA,NA,1.3629960658377898,NA,NA,NA,NA,NA,0.31270936294084345,NA,NA,NA,NA,NA,NA,NA,0.07672176734616286,NA,NA,NA,NA,NA,+,0.30283530326302577,10,-1180.0364017757763,926.2424534680279,6.515373609384596,0.000943471263338375
2.8465963600734927,-0.7642525125660957,-2.1116142292615034,0.3316841001054117,NA,NA,1.3261867640710752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011241605401719501,NA,NA,NA,NA,NA,NA,+,+,0.30180125534253127,10,-1180.037066179045,926.2429625893066,6.515882730663293,0.000943231123256777
2.37777803497081,-0.7597734856095657,-2.0996539301627304,0.3457577237615131,NA,NA,NA,1.1251815755654269,NA,NA,NA,NA,NA,NA,-0.16426139988053706,NA,-0.4575252451440516,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30142600029238853,10,-1180.0394485044365,926.244788126005,6.517708267361741,0.000942370564546589
2.364496392490613,-0.7605172897020647,-2.1059580621673857,0.3489267001117503,NA,NA,NA,1.1499246634534586,NA,NA,NA,NA,0.41941279751240546,NA,-0.14368627613381074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3020452100320593,10,-1180.052827894185,926.2550405319425,6.527960673299276,0.000937552142417362
2.335158760685028,-0.7594219745199433,-2.107043365521064,0.35011762706222843,NA,NA,NA,1.2535008111518884,NA,NA,NA,NA,0.3519585860828163,NA,NA,NA,NA,0.17853354147027825,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30184254630802027,10,-1180.0584577208408,926.259354575357,6.532274716713687,0.000935532001621571
2.2232606464713296,-0.7388598697601416,-2.103459346545176,0.3497996677118326,1.1760894862603946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6484683918667592,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3037162019256272,9,-1182.6795983660143,926.2678914682102,6.540811609566958,0.000931547243804946
4.273785678972341,-0.7290668791765194,-2.089231197843782,0.28130800434479536,NA,NA,NA,NA,NA,NA,1.0869570819006726,NA,NA,3.282111668998448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,0.29775432101284005,10,-1180.0743435959937,926.2715276597653,6.544447801122033,0.000929855140363569
2.4249052691439212,-0.7542200413146604,-2.1061942099289253,0.34971314396149705,NA,NA,1.3538723513071016,NA,NA,NA,NA,NA,0.3089326001073572,NA,NA,NA,NA,NA,0.06086341353101911,NA,NA,NA,NA,NA,NA,NA,+,0.3028250069369076,10,-1180.082179703213,926.2775323396268,6.550452480983495,0.000927067585832926
2.491021246475362,-0.7548738580299235,-2.098022306555765,0.33691175723659816,NA,NA,1.380942042525311,NA,NA,NA,NA,NA,NA,NA,-0.13621341176497567,NA,NA,0.25589793946093814,NA,NA,NA,NA,NA,NA,NA,NA,+,0.302009967892502,10,-1180.0866870447082,926.2809862411558,6.553906382512537,0.000925467967385512
1.7771247319550174,-0.6851956220931984,-2.060602935755121,0.3377876688019701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014279977174129752,NA,+,0.3052805893149425,8,-1185.3324806770572,926.3007514766722,6.573671618028925,0.000916366966146134
2.741407186431315,-0.769262093266344,-2.113593675895271,0.3312735144643403,NA,NA,NA,1.2122740489028296,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135032838168203,NA,NA,NA,NA,NA,NA,NA,+,+,0.30001927615085294,10,-1180.1145909823656,926.3023685688626,6.575288710219297,0.000915626340669167
2.3324139373991084,-0.7618791618767972,-2.1063668894809857,0.34981594296636426,NA,NA,NA,1.1730749156153193,NA,NA,NA,NA,0.22568403775915175,NA,NA,NA,-0.22867531917785114,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30184007148593345,10,-1180.1404880337595,926.3222130526893,6.5951331940460705,0.000906586198023292
2.3177019333478244,-0.7612418905655925,-2.109627417317952,0.3494405067548283,NA,NA,NA,1.2274691245606602,NA,NA,NA,NA,0.3323080804470201,NA,NA,NA,NA,NA,NA,0.12005709738954623,NA,NA,NA,NA,NA,NA,+,0.3018588679392838,10,-1180.1580260863877,926.3356521734772,6.608572314833964,0.000900514758859459
2.7255108838044855,-0.770429376029979,-2.115403875155642,0.331439269001935,NA,NA,NA,1.1994682647228778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09983840882318641,NA,NA,NA,NA,NA,+,+,0.3001174389623897,10,-1180.1596132388424,926.3368683822548,6.609788523611542,0.000899967318349786
2.754220192524303,-0.7706867168376975,-2.1130272844986036,0.32808883043469295,NA,NA,NA,1.1334925849575808,NA,NA,NA,NA,NA,NA,-0.06860996045696806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,0.30003678844307097,10,-1180.207746128473,926.3737518225847,6.646671963941458,0.000883522474578253
2.776473518050627,-0.7731124741041756,-2.114631885929296,0.3281067453706981,NA,NA,NA,1.1404557103367028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04353346393716193,NA,NA,NA,NA,NA,NA,+,+,0.300036368439561,10,-1180.2271797282497,926.3886434699232,6.661563611279917,0.000876968352722737
2.3484014359760033,-0.7600056460963044,-2.1024014926679513,0.34516165659413417,NA,NA,NA,1.2012612549961117,NA,NA,NA,NA,NA,NA,NA,NA,-0.32519490814240054,0.10978996574391868,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30127018132735606,10,-1180.2346435724614,926.3943628907751,6.667283032131877,0.000874464059664349
3.5970755745383767,-0.7156586294930607,-2.081947690881391,0.317104547872898,NA,NA,NA,NA,NA,NA,1.0585765803347604,NA,0.23502497136372352,2.884848316955319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3005005439325676,10,-1180.2405189250128,926.3988650766382,6.671785217994966,0.000872497773777213
2.766709169842195,-0.7704844873297144,-2.114001098870584,0.3285788307097324,NA,NA,NA,1.1429361724849245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029041624267080214,NA,NA,+,+,0.3000461456431088,10,-1180.246277912802,926.4032780941012,6.676198235457946,0.000870574722216425
2.769818173590822,-0.771819436026979,-2.1141113824018136,0.328481777138558,NA,NA,NA,1.1447878663391777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025195343428189906,NA,NA,NA,NA,+,+,0.3000276819959892,10,-1180.2466426301405,926.4035575709889,6.6764777123456724,0.000870453077958863
2.2209481110942546,-0.7458260171448736,-2.0945202679127086,0.3122483220180704,NA,NA,NA,NA,NA,1.0395108468684986,NA,NA,NA,NA,NA,NA,-0.5210971184305212,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30499461278603485,9,-1182.8614739403354,926.407259724395,6.680179865751711,0.000868843292922629
2.7527427319288718,-0.7711572337932637,-2.1141559868861215,0.32909637009089626,NA,NA,NA,1.1537364619436121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007746825567716516,NA,NA,NA,+,+,0.3000422202193271,10,-1180.2577654855465,926.4120808318364,6.685000973193155,0.000866751421786973
2.3348260217191146,-0.762945998264563,-2.1087003446340313,0.34865168359132026,NA,NA,NA,1.1992973089334613,NA,NA,NA,NA,0.34485076747458854,NA,NA,NA,NA,NA,NA,NA,NA,0.07095034787890318,NA,NA,NA,NA,+,0.30185987312326873,10,-1180.2612156877406,926.4147246649353,6.687644806292042,0.000865606405712848
2.337435351567722,-0.7613870562951,-2.104433958639083,0.3453309847163533,NA,NA,NA,1.1935159620701243,NA,NA,NA,NA,NA,NA,NA,NA,-0.32927178581234484,NA,NA,0.08307607031385061,NA,NA,NA,NA,NA,NA,+,0.3013180420615856,10,-1180.26215318822,926.4154430561074,6.6883631974641276,0.000865295539546885
3.5184900552629497,-0.7430780617088475,-2.083359005516495,0.2911611995757314,NA,NA,NA,NA,NA,0.8220290966000804,NA,NA,NA,2.9477794831511104,NA,NA,-0.5276911823353663,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30254084845679147,10,-1180.2643025497746,926.4170900764557,6.690010217812414,0.00086458325319421
2.3371624684988688,-0.763122619015681,-2.1085499907151566,0.3479029978412314,NA,NA,NA,1.1767172194848194,NA,NA,NA,NA,0.339505033069581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033883101690360316,NA,NA,NA,+,0.3018571517391863,10,-1180.2864893003118,926.4340914178636,6.707011559220291,0.000857264865334999
2.334010920039051,-0.761466298025134,-2.1083138105629637,0.3479136615812952,NA,NA,NA,1.1737747745999259,NA,NA,NA,NA,0.3369221089469749,NA,NA,NA,NA,NA,NA,NA,0.024676772041203835,NA,NA,NA,NA,NA,+,0.30185001154418933,10,-1180.290773726599,926.437374503141,6.710294644497708,0.000855858782893768
2.336227604518353,-0.7618841909540418,-2.108047706297031,0.3476666404680501,NA,NA,NA,1.1679416198418937,NA,NA,NA,NA,0.3337845694821237,NA,NA,NA,NA,NA,0.0074310008378355875,NA,NA,NA,NA,NA,NA,NA,+,0.30184929993609055,10,-1180.300893104802,926.4451288159403,6.718048957297015,0.000852546909011748
3.738725135872272,-0.73761379774284,-2.087468388510791,0.31671474193800947,0.9280712485447473,NA,NA,NA,NA,NA,NA,NA,NA,3.2746922897731583,NA,NA,-0.6328328591785352,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.30002165260045965,10,-1180.3068909965832,926.4497249015964,6.722645042953104,0.000850589969128969
2.3545644960239347,-0.7628337847149537,-2.103267128652907,0.3444916688931097,NA,NA,NA,1.1447153317677914,NA,NA,NA,NA,NA,NA,NA,NA,-0.35892284737320496,NA,-0.03064325494861189,NA,NA,NA,NA,NA,NA,NA,+,0.3013493371282493,10,-1180.3168272196128,926.4573388656038,6.730259006960523,0.000847357944457347
2.353059817077017,-0.7611145577395495,-2.1028591939273524,0.34463939366933244,NA,NA,NA,1.1471786363836398,NA,NA,NA,NA,NA,NA,NA,NA,-0.357845175445364,NA,NA,NA,NA,NA,-0.02142989815307205,NA,NA,NA,+,0.30134301280971326,10,-1180.3262729710304,926.4645769892954,6.737497130652173,0.000844296846143949
2.352999786670367,-0.7613878837444193,-2.1029936053274216,0.3445542130037209,NA,NA,NA,1.1453542073257326,NA,NA,NA,NA,NA,NA,NA,NA,-0.3570013918134518,NA,NA,NA,NA,-0.019022811172507734,NA,NA,NA,NA,+,0.3013366756039976,10,-1180.3300320188846,926.4674574857354,6.74037762709213,0.000843081724362693
2.3535556826937065,-0.7618750543002992,-2.1030055612672602,0.344567913979368,NA,NA,NA,1.1499045812443018,NA,NA,NA,NA,NA,NA,NA,NA,-0.353997022382032,NA,NA,NA,-0.011640107015845232,NA,NA,NA,NA,NA,+,0.301337683525196,10,-1180.330536941801,926.4678443998475,6.740764541204271,0.000842918640029687
2.4762703079828934,-0.7606149132001812,-2.1012318052768477,0.3355660357723842,NA,NA,1.321938795447074,NA,NA,NA,NA,NA,NA,NA,-0.1047983858014518,NA,NA,NA,NA,NA,NA,0.14854084950134552,NA,NA,NA,NA,+,0.3020915902716378,10,-1180.3747851068217,926.5017510397101,6.7746711810668785,0.000828748822755292
3.8447188882675585,-0.727973577724189,-2.0825341614299244,0.29486556369100864,NA,NA,NA,NA,NA,NA,0.9564606154378739,NA,NA,3.244992684114502,NA,NA,NA,NA,-0.08146159081382728,NA,NA,NA,NA,NA,NA,NA,+,0.2996570052173757,10,-1180.3849452002473,926.5095365519137,6.782456693270433,0.00082552897682213
3.8487847037884917,-0.7276188810527855,-2.0823904067699317,0.29489494487013895,NA,NA,NA,NA,NA,NA,0.959286395198094,NA,NA,3.2482940925806534,NA,NA,NA,NA,NA,NA,-0.07380079743508823,NA,NA,NA,NA,NA,+,0.2996399148970535,10,-1180.3940420816218,926.516507342239,6.789427483595773,0.000822656690553708
3.7660766058062283,-0.738691457059977,-2.0849762033339094,0.30468845378432063,NA,0.804559262774713,NA,NA,NA,NA,NA,NA,NA,3.373532665850898,NA,NA,-0.4843187006284765,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.300861461317703,10,-1180.395324667454,926.5174901666314,6.790410307988168,0.000822252526336433
2.2146272933552544,-0.7389961835878583,-2.097514636535869,0.33373129055303125,NA,1.0318519454328219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43897091557246604,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3039815062369556,9,-1183.0077914061765,926.5193803878748,6.792300529231511,0.000821475773856424
2.4667734631208784,-0.7578435100328862,-2.1014091656014875,0.334027894827165,NA,NA,1.274528914222588,NA,NA,NA,NA,NA,NA,NA,-0.10113112345485928,NA,NA,NA,NA,NA,0.08888203300692701,NA,NA,NA,NA,NA,+,0.30208873303542694,10,-1180.4148216516244,926.5324303843865,6.805350525743279,0.000816133095304509
3.790132553352019,-0.7235979176007811,-2.0815882820188527,0.29542381073246754,NA,NA,NA,NA,NA,NA,0.9402484235036173,NA,NA,3.1613697997552315,NA,NA,NA,NA,NA,NA,NA,-0.09838791209992004,NA,NA,NA,NA,+,0.2997067021949466,10,-1180.4184707938668,926.5352266619669,6.808146803323666,0.000814992825279629
2.4779403923661047,-0.7627852951380305,-2.1017434656969707,0.33370245264144544,NA,NA,1.2791463459683137,NA,NA,NA,NA,NA,NA,NA,-0.10125894890361459,NA,NA,NA,NA,NA,NA,NA,0.0988255248512893,NA,NA,NA,+,0.3021109609294313,10,-1180.4220086118683,926.5379376336156,6.810857774972305,0.000813888862430067
