psi(Int),col(Int),ext(Int),p(Int),psi(sc.canopy1km_mean),psi(sc.canopy1km_median),psi(sc.canopy2500m_mean),psi(sc.canopy2500m_median),psi(sc.canopy500m_mean),psi(sc.canopy500m_median),psi(sc.canopy5km_mean),psi(sc.canopy5km_median),psi(sc.dis_2_clutter),psi(sc.elev),psi(sc.impervious),psi(sc.structure),psi(sc.tree_canopy),psi(sc.urban1km_mean),psi(sc.urban1km_median),psi(sc.urban2500m_mean),psi(sc.urban2500m_median),psi(sc.urban500m_mean),psi(sc.urban500m_median),psi(sc.urban5km_mean),psi(sc.urban5km_median),psi(sc.water),p(canopy),df,logLik,QAIC,delta,weight
-0.5059887498115981,-2.076558395871862,-0.7272157968899768,0.5263147955127149,NA,NA,NA,NA,0.48478361636823625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030525467425698935,NA,NA,NA,NA,NA,+,+,9,-741.5668897753537,1002.2078010269586,10.083381777532395,0.000902636820633676
-0.49460097239224743,-2.0805403384286945,-0.7288172028684392,0.5260990351680773,NA,NA,NA,NA,0.4625925733493911,NA,NA,NA,NA,NA,NA,NA,0.01262664542358911,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.5738602991643,1002.2170335088268,10.092614259400648,0.000898479634262921
-0.018553058490736223,-2.0836594797421446,-0.7242598780779919,0.5291246046058481,NA,NA,NA,NA,0.3812914549589166,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-738.5914350320512,1002.2668013669553,10.14238211752911,0.000876397811462911
-0.47661629349930634,-2.072946553683592,-0.7355407459637513,0.5298152024782983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12069113747850303,NA,NA,NA,NA,+,+,8,-743.1411052059287,1002.2928545773891,10.168435327962925,0.000865055360369879
-0.4112383095159407,-2.0931558405188095,-0.7396902140607764,0.5287864877659816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14141705469277768,NA,NA,NA,NA,NA,+,+,8,-743.1437819214266,1002.2963998959292,10.171980646503016,0.000863523270304239
-0.4383468416646223,-2.0953594000630646,-0.7379081641301658,0.5287995524261258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169832719943094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,8,-743.1617515443601,1002.3202007210067,10.195781471580517,0.000853307891320936
-0.41694147923642655,-2.0922615105787115,-0.7406698440208752,0.5288369022210793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14548303794016715,NA,NA,NA,NA,NA,NA,NA,+,+,8,-743.1698838420579,1002.3309719762356,10.206552726809377,0.000848724645683038
-0.47376661719936786,-2.0727875205096917,-0.7344044473517124,0.5298277003972358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1128324514189204,NA,NA,NA,NA,NA,NA,+,+,8,-743.1780587607146,1002.3417996830657,10.217380433639505,0.000844142190424652
0.15101718696982647,-2.0645656892826487,-0.7300961114825427,0.5303157448798089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,0.4302380615658559,NA,NA,+,+,11,-738.6842063194968,1002.3896772443666,10.265257994940384,0.000824174411392324
-0.38996597834659324,-2.1070981328691283,-0.7393734905466789,0.5260746339727235,NA,NA,NA,NA,NA,0.3110678331767956,NA,NA,NA,NA,-0.2604135703810227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.732133544651,1002.4266669465576,10.302247697131406,0.000809071521729414
0.14530243124248512,-2.103468583827762,-0.7394227473705478,0.5293002833181273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31200516945419693,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-738.794983458196,1002.5364019313855,10.41198268195933,0.000765875656560046
-0.5149297333455242,-2.0510383966585786,-0.7169328901278523,0.5283127270523456,0.44896034785250744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11812141487335931,NA,NA,+,+,9,-741.8475953396944,1002.5795964764164,10.455177226990259,0.000749512170671107
-0.43288309198237884,-2.0890372530621826,-0.740762418048171,0.5292194271194153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.966867175787381e-4,NA,NA,+,+,8,-743.3600007234621,1002.5827824151817,10.458363165755486,0.00074831917118943
-0.45314244022661865,-2.0970492448803415,-0.7433331235903828,0.5256149124826937,0.3564617228989862,NA,NA,NA,NA,NA,NA,NA,-0.11456457556557874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.8989510772872,1002.6476173209102,10.52319807148399,0.000724449556118234
-0.4406074958815537,-2.081063288921962,-0.7303442426004512,0.5275152816276363,0.3500785144295412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11694315187093195,NA,NA,NA,+,+,9,-741.9154548927431,1002.66947667913,10.545057429703775,0.000716574668329798
-0.3432865068505884,-2.1339847497064426,-0.752912723099704,0.5264826356463823,NA,NA,0.2395943744286899,NA,NA,NA,NA,NA,NA,NA,-0.29881092646625884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.9217705391529,1002.6778417737124,10.553422524286248,0.000713583819934317
-0.36538924955869134,-2.1106551588289912,-0.7426723285073733,0.5267423960389671,NA,0.2426881980300906,NA,NA,NA,NA,NA,NA,NA,NA,-0.2926924834552248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.9611040470375,1002.7299391351489,10.605519885722742,0.000695235909731817
0.037698898364173436,-2.0835542709143398,-0.7293016049833568,0.5292791226714729,0.2803397749776733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-738.9471472510463,1002.7379433788693,10.613524129443135,0.00069245905126887
-0.4301464833971102,-2.105108611266991,-0.7418213946171432,0.52770642262998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6910237939128014,NA,NA,NA,NA,NA,NA,NA,0.2995534637679215,NA,NA,+,+,9,-741.9683187768636,1002.7394950686935,10.615075819267304,0.000691922018791013
-0.4533195254318171,-2.081325527129129,-0.7314237713715023,0.5269304527293691,0.37385215126296534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05754943563516951,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.972954409844,1002.7456349799257,10.621215730499557,0.000689801106123116
-0.4647338204906624,-2.0750727122801655,-0.7274625647208652,0.527662766118346,0.3852378305890846,NA,NA,NA,NA,NA,NA,NA,NA,0.051970010295564875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.9785362256787,1002.7530281134817,10.628608864055536,0.00068725591739909
-0.52114272166025,-2.046452570064661,-0.710116632948448,0.5280528439105229,NA,NA,NA,NA,NA,0.47827522013608376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1376021032215689,NA,NA,+,+,9,-741.982083796372,1002.7577268826119,10.633307633185723,0.000685643184161576
-0.46314394096063005,-2.0723766956412804,-0.7277085966812141,0.5277586564766005,0.4070874783337339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021162356348579037,NA,NA,NA,NA,NA,NA,NA,+,+,9,-741.993034329507,1002.7722309000094,10.647811650583208,0.000680688879867614
-0.46114725622995834,-2.0730880414551227,-0.7280404386178874,0.5277380270187412,0.40180332198912433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008983292114991,NA,NA,NA,NA,NA,+,+,9,-741.9955729255732,1002.7755932789049,10.651174029478739,0.000679545474315553
-0.5293263366306482,-2.0302898349791407,-0.7064090682234935,0.5295574631671718,NA,0.40718695723178805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18997365415982723,NA,NA,NA,NA,+,+,9,-742.0145759182494,1002.8007628056283,10.676343556202141,0.000671047142237742
-0.46966567521247593,-2.0731071442342497,-0.7271436243487492,0.5288810127429527,NA,NA,0.3721297470857267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18958850466525407,NA,NA,NA,NA,+,+,9,-742.0227101860619,1002.8115366702806,10.687117420854406,0.000667441975806858
-0.4487227214119205,-2.098645544817179,-0.7408416242797805,0.5248830222731787,NA,NA,NA,NA,NA,0.350904263816058,NA,NA,-0.1382795639492327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.0242661368402,1002.8135975322386,10.689178282812463,0.000666754577137547
-0.3281012573586935,-2.1381367035775107,-0.7561829383377201,0.5266132992728086,NA,NA,NA,0.20645684014793403,NA,NA,NA,NA,NA,NA,-0.3077308336097573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.0533989238686,1002.852184005124,10.727764755697763,0.000654014021901765
-0.35766080873046124,-2.1706178434295773,-0.7798561141391567,0.5228563008258896,NA,NA,NA,NA,NA,NA,NA,NA,-0.20689253971576257,NA,-0.341136328713269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.0632983490043,1002.8652958264958,10.740876577069571,0.000649740388473086
-0.5277947549217786,-2.0292058751621713,-0.7047222797973896,0.5296341975052729,NA,0.4053337701443233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1878472111312889,NA,NA,NA,NA,NA,NA,+,+,9,-742.0645186418498,1002.8669121084102,10.742492858984065,0.000649215518766503
-0.46567720508155946,-2.0723746788449406,-0.7252631820223533,0.5289330482580158,NA,NA,0.3673676668219255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18502260924986108,NA,NA,NA,NA,NA,NA,+,+,9,-742.0845563581515,1002.8934521300021,10.769032880575878,0.000640657331031596
-0.4641089886539095,-2.075602926055574,-0.7227729969655916,0.527309621920504,NA,NA,NA,NA,NA,0.3841936745170134,NA,NA,NA,0.10153494563413414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.0999829033253,1002.913884640166,10.789465390739792,0.000634145532054634
-0.43741136653431517,-2.079021737980887,-0.7264368357143942,0.527332772686777,NA,NA,NA,NA,NA,0.34232936139848524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10481044098589253,NA,NA,NA,+,+,9,-742.1132459642241,1002.9314516082438,10.80703235881765,0.000628599915466327
-0.4480553915350062,-2.081942241383817,-0.7278095057733875,0.5263705864517432,NA,NA,NA,NA,NA,0.3626418888420405,NA,NA,NA,NA,NA,NA,0.07925719459305253,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.1268805026764,1002.9495105995713,10.825091350145158,0.00062294952373968
-0.45843149227375674,-2.0707895238997986,-0.7230253488163568,0.5274762963669917,NA,NA,NA,NA,NA,0.4083408556535875,NA,NA,NA,NA,NA,NA,NA,0.020434090642708954,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.168477609217,1003.0046061049231,10.880186855496959,0.000606022880249904
-0.4555750923951709,-2.0718015565249748,-0.7235707583406754,0.5274565250188904,NA,NA,NA,NA,NA,0.4001590079186582,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005090832911495836,NA,NA,NA,NA,NA,+,+,9,-742.1711441264467,1003.0081379158235,10.883718666397272,0.000604953645504344
-0.36759646967116,-2.140023019789381,-0.7540229860407869,0.5264180050429298,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17045128896131162,-0.34379718109927526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.2184682549955,1003.0708188807888,10.946399631362624,0.00058628812733504
0.07161660002998164,-2.082969040564416,-0.7270492920609702,0.5296782209167868,NA,NA,NA,NA,NA,0.22307137641735053,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.2077215136917,1003.0830748525718,10.958655603145644,0.000582706347718488
-0.4451729736856563,-2.079538988001517,-0.7323649757258348,0.5291237356489489,NA,NA,NA,0.33185883140499906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17309611838551897,NA,NA,NA,NA,+,+,9,-742.2732692893738,1003.1434030322832,11.018983782857049,0.000565391989811605
-0.36896176947677406,-2.14041775624214,-0.7588886816049862,0.5253865104448259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30790432042763227,NA,0.12503069268743502,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.2899880938583,1003.1655471441832,11.041127894756983,0.000559166466337857
-0.40132123541738135,-2.1295201867094797,-0.7581426995439423,0.525043671430056,NA,NA,0.2531769085146183,NA,NA,NA,NA,NA,-0.17278078950192646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.3208165544197,1003.2063795422778,11.08196029285159,0.000547866159630583
-0.44121009692064816,-2.078739806936734,-0.7305293852879259,0.5291627304747418,NA,NA,NA,0.3271328713802708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16770634299467096,NA,NA,NA,NA,NA,NA,+,+,9,-742.3309216263316,1003.2197637434855,11.095344494059304,0.000544212024729361
-0.3698074038612975,-2.1235746868100276,-0.7503125765997052,0.5272086803736984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26450301171844726,NA,NA,NA,NA,NA,NA,-0.1343104933106109,NA,NA,NA,+,+,9,-742.3311144379726,1003.2200191231425,11.09559987371631,0.00054414253882567
0.07325685333778599,-2.110767039977527,-0.7436895732289858,0.5286584999787057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1945581985348606,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.3310650313651,1003.2464437501525,11.122024500726297,0.000537000442714256
-0.4283441522627764,-2.1011775092615697,-0.7452219329239193,0.5255523598400922,NA,0.2660436905980544,NA,NA,NA,NA,NA,NA,-0.16075827848935503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.3517693558885,1003.2473766303158,11.122957380889602,0.000536750022591441
-0.4045853330947807,-2.1331970444576527,-0.7613295118986395,0.5242656279393799,NA,NA,NA,NA,NA,NA,NA,NA,-0.22554925201034504,NA,NA,NA,NA,NA,NA,NA,NA,-0.2614534086208376,NA,NA,NA,+,+,9,-742.3600681392949,1003.258368396417,11.133949146990858,0.000533808198604895
0.09968771405609317,-2.0822489073734767,-0.7283746203344894,0.5297906450378331,NA,0.1553320623226058,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.3537202161729,1003.2764506174475,11.152031368021312,0.000529003731274483
0.07794957268131603,-2.092622493319721,-0.737218846491044,0.5295041471713032,NA,NA,0.15003070857195153,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.3621731740537,1003.2876465881507,11.163227338724482,0.000526050649501958
0.06578833450910933,-2.083149963431252,-0.7284983446865301,0.5292857879890377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.16294033098322494,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.3627899020062,1003.2884634463658,11.164044196939585,0.000525835838975077
-0.41336347867334833,-2.0787468475707516,-0.7275734664545858,0.5282212420157565,NA,0.2457395926112437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16556650815115492,NA,NA,NA,+,+,9,-742.397851650884,1003.3084127826279,11.183993533201715,0.000520616872987982
-0.36238094502630075,-2.1358966351350253,-0.7586889019267702,0.5269074816208893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37986202174019795,NA,NA,NA,NA,0.04777628042233069,NA,NA,NA,NA,NA,+,+,9,-742.3999826369757,1003.3112352807625,11.18681603133632,0.000519882671104271
-0.3897898608729312,-2.1013077263309934,-0.7382524016006853,0.5280136154253271,NA,NA,0.2323716775324874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16694383345581465,NA,NA,NA,+,+,9,-742.4006565862172,1003.3121279287645,11.187708679338357,0.000519650686764385
-0.36191927760751974,-2.134180077989363,-0.7574586633321186,0.5269570886955114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36148885540286524,NA,NA,0.027770321821826958,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.4097806872389,1003.3242128307801,11.199793581353902,0.000516520190408731
-0.39790864193341935,-2.1108293814397796,-0.7429697032162623,0.5264111947251386,NA,NA,0.26010600997496197,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13354988806597615,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.4244706005052,1003.3436696695433,11.219250420117078,0.000511519628597196
0.16475108395533047,-2.0888263699952976,-0.7379312620443343,0.5299378751597262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,0.1354377024865148,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.4237606068922,1003.3692193468771,11.244800097450934,0.000505026609803597
-0.47976865444962014,-2.0459050381367696,-0.7121093080113888,0.5291717577282095,NA,0.36664285697177595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10139562701625063,NA,NA,+,+,9,-742.445978056816,1003.3721563666437,11.247737117217525,0.000504285517519627
-0.426535616130136,-2.0836076462437703,-0.7305439857027393,0.5268782006260296,NA,0.27389747159772543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11972104552283296,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.4477263915808,1003.3744720418289,11.250052792402698,0.000503701974679156
0.1083676927800423,-2.092460340171826,-0.736474139384776,0.529736292507103,NA,NA,NA,0.11123572349552142,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,11,-739.4296349597748,1003.3769999467216,11.252580697295457,0.000503065721517589
-0.38666418003279884,-2.1345233092728773,-0.7619848424028983,0.5250514573208708,NA,NA,NA,0.22522706942984694,NA,NA,NA,NA,-0.1838636617458757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.4507890450303,1003.378528536464,11.254109287037863,0.000502681377861407
-0.428190909468194,-2.0850175614385327,-0.7307005793497467,0.528606023744501,NA,NA,0.33199514164175753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0913999275686928,NA,NA,+,+,9,-742.4742928893788,1003.4096594561308,11.285240206704657,0.000494917492046224
-0.44071179627416074,-2.071743183668715,-0.7227971717802872,0.5284117537933187,NA,0.29778041210994494,NA,NA,NA,NA,NA,NA,NA,0.09860821471382954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.4896885796729,1003.4300510989045,11.305631849478345,0.000489897039008917
-0.37679439967829415,-2.1039152095957223,-0.7404222655861141,0.5281579754318079,NA,NA,NA,0.1966752042482106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1908347813286937,NA,NA,NA,+,+,9,-742.5117465646101,1003.4592669729935,11.33484772356735,0.000482792670324098
0.14670114780318896,-2.0863312236846703,-0.7351965006907469,0.5300924468787402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,0.05463073723305824,NA,NA,NA,NA,NA,+,+,11,-739.4979060085393,1003.4674251768732,11.343005927447052,0.000480827320961364
0.14365348965052163,-2.0865045511133173,-0.7355499247721048,0.5300406759316861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,0.03468432925124558,NA,NA,NA,+,+,11,-739.5111327577706,1003.4849440500273,11.36052480060107,0.000476633937190867
-0.3842979226904315,-2.115539859273946,-0.7464566189146173,0.526364678111744,NA,NA,NA,0.2319241041986569,NA,NA,NA,NA,NA,NA,NA,NA,0.15273879149747394,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.5431624710658,1003.5008774451202,11.376458195694,0.000472851824251483
-0.42610326992081043,-2.070942884371793,-0.7250404078134688,0.5284670283423303,NA,0.2992905304394459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03168196514279006,NA,NA,NA,NA,NA,+,+,9,-742.5457395223605,1003.5042907580934,11.37987150866718,0.000472045516859009
-0.4299311951569867,-2.069196356998579,-0.724366141013791,0.5285139179437,NA,0.3068474177218077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01873641046252188,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.551912233845,1003.512466534894,11.388047285467792,0.000470119786233879
-0.4012413187414836,-2.100109474636581,-0.7380429212959019,0.5281195347719361,NA,NA,0.2828330511663064,NA,NA,NA,NA,NA,NA,0.03498453787070952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.5586452731125,1003.5213844676986,11.396965218272385,0.000468028204513784
-0.3941857049333011,-2.1001086450837105,-0.7387050239337569,0.5281306646768787,NA,NA,0.28245633624221955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026238286079497245,NA,NA,NA,NA,NA,+,+,9,-742.5596097086793,1003.5226618658004,11.398242616374205,0.00046772937078633
-0.39562145824429457,-2.0997244862626876,-0.7387388732988103,0.5281429682066356,NA,NA,0.2855780500093936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023224142245814344,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.5616855867715,1003.5254113732074,11.40099212378118,0.000467086799891172
-0.4103955416064133,-2.1076851740593088,-0.7424945769892086,0.5263658375719034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16274544055779605,NA,NA,NA,NA,-0.24303667893077835,NA,NA,NA,+,+,9,-742.5862973710343,1003.5580097629594,11.433590513533204,0.000459535369411927
-0.47029933169545035,-2.1160074699518057,-0.7612807601959972,0.5253888394187387,NA,NA,NA,NA,NA,NA,NA,NA,-0.24284820370927915,NA,NA,NA,NA,NA,NA,NA,0.12880739464768476,NA,NA,NA,NA,+,+,9,-742.6393778746789,1003.6283150657998,11.503895816373642,0.000443662110845289
-0.41636688689035495,-2.0982804577931287,-0.7350603411824862,0.5282412877131505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14522727492647647,NA,NA,NA,NA,NA,NA,NA,-0.265365121584438,NA,NA,NA,+,+,9,-742.6577378119168,1003.652632863466,11.528213614039828,0.000438300330850148
-0.4056881860605873,-2.091416956424127,-0.7357949001781148,0.5287512950386296,NA,NA,NA,0.29577852354973344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07450293273462195,NA,NA,+,+,9,-742.6694723713733,1003.6681753263223,11.543756076896102,0.000434907398251796
-0.46733811522364044,-2.1157096680957936,-0.7599406583881511,0.5254240990073217,NA,NA,NA,NA,NA,NA,NA,NA,-0.24137086712793268,NA,NA,NA,NA,NA,0.11914225371230767,NA,NA,NA,NA,NA,NA,+,+,9,-742.6817402657333,1003.6844241930243,11.560004943598074,0.000431388336628357
-0.3905478186008216,-2.104970638118725,-0.7402821004129597,0.528225217977044,NA,NA,NA,0.2440994674588076,NA,NA,NA,NA,NA,0.08694387343181721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.6831502108016,1003.6862916699359,11.561872420509758,0.000430985720747263
-0.3769732971574344,-2.1039210419920886,-0.7418214504443338,0.5282788559360502,NA,NA,NA,0.2431334383296086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04721378711798353,NA,NA,NA,NA,NA,+,+,9,-742.7114291950157,1003.7237472781666,11.599328028740388,0.000422989414928216
-0.4090726675922919,-2.1332630550461222,-0.7635505528865103,0.5245685454700006,NA,NA,NA,NA,NA,NA,NA,NA,-0.2229738573240579,NA,NA,NA,NA,NA,NA,-0.12231359968548461,NA,NA,NA,NA,NA,+,+,9,-742.7145162992765,1003.7278361579821,11.603416908555914,0.000422125521877394
-0.41335274779062603,-2.1328798732453715,-0.7647168063977616,0.5245220016627453,NA,NA,NA,NA,NA,NA,NA,NA,-0.2281417532760531,NA,NA,NA,NA,-0.13451626058364802,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.7162126137767,1003.7300829321546,11.605663682728391,0.000421651577778528
-0.3791852839951415,-2.1032808349889844,-0.7419407048360328,0.5283054618562936,NA,NA,NA,0.24750573253102892,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043977835901925943,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.7170106716527,1003.7311399624539,11.606720713027698,0.000421428787411025
-0.4802995787103989,-2.0910758836589474,-0.7409752330137522,0.5267231047071567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22601605859322937,NA,NA,NA,0.1318601345768835,NA,NA,NA,NA,+,+,9,-742.7234877667729,1003.7397188963879,11.615299646961716,0.00041962495405608
-0.43508846880990176,-2.133365338413391,-0.7631415501461862,0.5247964273296547,NA,NA,NA,NA,NA,NA,NA,NA,-0.2197209288425923,0.12649699455091765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.7615252254406,1003.7900996363451,11.665680386918893,0.000409186472790186
-0.4239880953497597,-2.135920723450386,-0.7648218135052828,0.5237711954519744,NA,NA,NA,NA,NA,NA,NA,NA,-0.18331390315917678,NA,NA,NA,0.12792344028193414,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.7631546587655,1003.7922578261795,11.667838576753297,0.000408745159899283
-0.4771989031592516,-2.0908399577534205,-0.739691545643368,0.526887229465498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22486422660329952,NA,0.12518016388825776,NA,NA,NA,NA,NA,NA,+,+,9,-742.7639944303831,1003.7933701064677,11.668950857041523,0.00040851790350621
-0.4370141124650894,-2.113156165443316,-0.7441534193154319,0.5260433248006161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15283541790868413,NA,NA,0.19903680138592622,NA,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.8323584216816,1003.8839184393134,11.759499189887265,0.000390435028185332
-0.4135885508007035,-2.1088746364995425,-0.745076173510097,0.5263197122439947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1836830196392865,NA,NA,-0.11190982358229459,NA,NA,NA,NA,NA,+,+,9,-742.8650922097772,1003.9272744500361,11.802855200609883,0.000382062255938217
-0.4250008778853622,-2.132870007715419,-0.7663217057434111,0.5247555769209243,NA,NA,NA,NA,NA,NA,NA,NA,-0.23653708852900576,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0029949175760853428,NA,NA,+,+,9,-742.8774952310259,1003.9437022927495,11.819283043323367,0.000378936879982733
-0.41762432138237304,-2.1087446398545495,-0.7460620527825745,0.5262795015462036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1870975043260948,-0.11576930969324406,NA,NA,NA,NA,NA,NA,NA,+,+,9,-742.879501870789,1003.9463600937603,11.821940844334108,0.000378433645020077
-0.4850141516932798,-2.0790578743536385,-0.7322523456735123,0.5294063508301663,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17935599599672672,NA,NA,NA,NA,NA,NA,0.1239414295765936,NA,NA,NA,NA,+,+,9,-742.9244693933492,1004.0059197262904,11.881500476864176,0.0003673301117666
