site_code,year,night_n,visit,date,night,prcp,tmax,tmin,tavg,J_date
C100-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C100-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C100-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C100-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C100-S1,2016,1,5,2016-07-27,night1,0.3,30,18.3,24.15,209
C100-S1,2016,2,6,2016-07-28,night2,3.8,30.6,18.3,24.450000000000003,210
C100-S1,2016,3,7,2016-07-29,night3,3.8,28.3,18.3,23.3,211
C100-S1,2016,4,8,2016-07-30,night4,1,27.2,16.1,21.65,212
C100-S1,2017,1,9,2017-07-25,night1,0,27.8,16.1,21.950000000000003,206
C100-S1,2017,2,10,2017-07-26,night2,0,27.2,15.6,21.4,207
C100-S1,2017,3,11,2017-07-27,night3,0,28.9,16.7,22.799999999999997,208
C100-S1,2017,4,12,2017-07-28,night4,4.8,25,17.2,21.1,209
C100-S1,2018,1,13,2018-07-23,night1,2.3,22.2,13.3,17.75,204
C100-S1,2018,2,14,2018-07-24,night2,3.8,24.4,13.9,19.15,205
C100-S1,2018,3,15,2018-07-25,night3,1.3,24.4,13.9,19.15,206
C100-S1,2018,4,16,2018-07-26,night4,0.3,23.9,13.3,18.6,207
C100-S1,2019,1,17,2019-07-30,night1,1.3,26.7,13.9,20.3,211
C100-S1,2019,2,18,2019-07-31,night2,1,25,15,20,212
C100-S1,2019,3,19,2019-08-01,night3,0.3,25,13.3,19.15,213
C100-S1,2019,4,20,2019-08-02,night4,16.5,26.1,14.4,20.25,214
C100-S1,2020,1,21,2020-07-20,night1,19.1,29.4,16.7,23.049999999999997,202
C100-S1,2020,2,22,2020-07-21,night2,1.3,28.3,16.7,22.5,203
C100-S1,2020,3,23,2020-07-22,night3,0,28.3,17.2,22.75,204
C100-S1,2020,4,24,2020-07-23,night4,0,28.9,18.3,23.6,205
C100-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C100-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C100-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C100-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C100-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C100-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C100-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C100-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C100-S2,2016,1,5,2016-07-27,night1,0.3,30,18.3,24.15,209
C100-S2,2016,2,6,2016-07-28,night2,3.8,30.6,18.3,24.450000000000003,210
C100-S2,2016,3,7,2016-07-29,night3,3.8,28.3,18.3,23.3,211
C100-S2,2016,4,8,2016-07-30,night4,1,27.2,16.1,21.65,212
C100-S2,2017,1,9,2017-07-25,night1,0,27.8,16.1,21.950000000000003,206
C100-S2,2017,2,10,2017-07-26,night2,0,27.2,15.6,21.4,207
C100-S2,2017,3,11,2017-07-27,night3,0,28.9,16.7,22.799999999999997,208
C100-S2,2017,4,12,2017-07-28,night4,4.8,25,17.2,21.1,209
C100-S2,2018,1,13,2018-07-23,night1,2.3,22.2,13.3,17.75,204
C100-S2,2018,2,14,2018-07-24,night2,3.8,24.4,13.9,19.15,205
C100-S2,2018,3,15,2018-07-25,night3,1.3,24.4,13.9,19.15,206
C100-S2,2018,4,16,2018-07-26,night4,0.3,23.9,13.3,18.6,207
C100-S2,2019,1,17,2019-07-30,night1,1.3,26.7,13.9,20.3,211
C100-S2,2019,2,18,2019-07-31,night2,1,25,15,20,212
C100-S2,2019,3,19,2019-08-01,night3,0.3,25,13.3,19.15,213
C100-S2,2019,4,20,2019-08-02,night4,16.5,26.1,14.4,20.25,214
C100-S2,2020,1,21,2020-07-20,night1,19.1,29.4,16.7,23.049999999999997,202
C100-S2,2020,2,22,2020-07-21,night2,1.3,28.3,16.7,22.5,203
C100-S2,2020,3,23,2020-07-22,night3,0,28.3,17.2,22.75,204
C100-S2,2020,4,24,2020-07-23,night4,0,28.9,18.3,23.6,205
C100-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C100-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C100-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C100-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C100-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C100-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C100-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C100-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C100-S3,2016,1,5,2016-07-27,night1,0.3,30,18.3,24.15,209
C100-S3,2016,2,6,2016-07-28,night2,3.8,30.6,18.3,24.450000000000003,210
C100-S3,2016,3,7,2016-07-29,night3,3.8,28.3,18.3,23.3,211
C100-S3,2016,4,8,2016-07-30,night4,1,27.2,16.1,21.65,212
C100-S3,2017,1,9,2017-07-25,night1,0,27.8,16.1,21.950000000000003,206
C100-S3,2017,2,10,2017-07-26,night2,0,27.2,15.6,21.4,207
C100-S3,2017,3,11,2017-07-27,night3,0,28.9,16.7,22.799999999999997,208
C100-S3,2017,4,12,2017-07-28,night4,4.8,25,17.2,21.1,209
C100-S3,2018,1,13,2018-07-23,night1,2.3,22.2,13.3,17.75,204
C100-S3,2018,2,14,2018-07-24,night2,3.8,24.4,13.9,19.15,205
C100-S3,2018,3,15,2018-07-25,night3,1.3,24.4,13.9,19.15,206
C100-S3,2018,4,16,2018-07-26,night4,0.3,23.9,13.3,18.6,207
C100-S3,2019,1,17,2019-07-30,night1,1.3,26.7,13.9,20.3,211
C100-S3,2019,2,18,2019-07-31,night2,1,25,15,20,212
C100-S3,2019,3,19,2019-08-01,night3,0.3,25,13.3,19.15,213
C100-S3,2019,4,20,2019-08-02,night4,16.5,26.1,14.4,20.25,214
C100-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C100-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C100-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C100-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C100-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C100-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C100-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C100-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C105-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C105-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C105-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C105-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C105-S1,2016,1,5,2016-07-20,night1,0,28.3,20.6,24.450000000000003,202
C105-S1,2016,2,6,2016-07-21,night2,0,28.9,21.7,25.299999999999997,203
C105-S1,2016,3,7,2016-07-22,night3,0,28.9,21.7,25.299999999999997,204
C105-S1,2016,4,8,2016-07-23,night4,0,32.8,24.4,28.599999999999998,205
C105-S1,2017,1,9,2017-07-19,night1,0,28.3,21.1,24.700000000000003,200
C105-S1,2017,2,10,2017-07-20,night2,0,29.4,23.9,26.65,201
C105-S1,2017,3,11,2017-07-21,night3,0,31.1,25,28.05,202
C105-S1,2017,4,12,2017-07-22,night4,0,32.8,25.6,29.2,203
C105-S1,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C105-S1,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C105-S1,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C105-S1,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C105-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C105-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C105-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C105-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C105-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C105-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C105-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C105-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C105-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C105-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C105-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C105-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C105-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C105-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C105-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C105-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C105-S2,2016,1,5,2016-07-20,night1,0,28.3,20.6,24.450000000000003,202
C105-S2,2016,2,6,2016-07-21,night2,0,28.9,21.7,25.299999999999997,203
C105-S2,2016,3,7,2016-07-22,night3,0,28.9,21.7,25.299999999999997,204
C105-S2,2016,4,8,2016-07-23,night4,0,32.8,24.4,28.599999999999998,205
C105-S2,2017,1,9,2017-07-19,night1,0,28.3,21.1,24.700000000000003,200
C105-S2,2017,2,10,2017-07-20,night2,0,29.4,23.9,26.65,201
C105-S2,2017,3,11,2017-07-21,night3,0,31.1,25,28.05,202
C105-S2,2017,4,12,2017-07-22,night4,0,32.8,25.6,29.2,203
C105-S2,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C105-S2,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C105-S2,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C105-S2,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C105-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C105-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C105-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C105-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C105-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C105-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C105-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C105-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C105-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C105-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C105-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C105-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C108-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C108-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C108-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C108-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C108-S1,2016,1,5,2016-07-17,night1,13.5,30.6,20.6,25.6,199
C108-S1,2016,2,6,2016-07-18,night2,0,31.7,21.1,26.4,200
C108-S1,2016,3,7,2016-07-19,night3,0,33.3,22.2,27.75,201
C108-S1,2016,4,8,2016-07-20,night4,0,30.6,20.6,25.6,202
C108-S1,2017,1,9,2017-07-15,night1,0,34.4,23.9,29.15,196
C108-S1,2017,2,10,2017-07-16,night2,0,32.2,22.2,27.200000000000003,197
C108-S1,2017,3,11,2017-07-17,night3,0,28.9,22.2,25.549999999999997,198
C108-S1,2017,4,12,2017-07-18,night4,0,31.7,22.2,26.95,199
C108-S1,2018,1,13,2018-07-17,night1,0,33.9,21.7,27.799999999999997,198
C108-S1,2018,2,14,2018-07-18,night2,3.3,33.3,21.7,27.5,199
C108-S1,2018,3,15,2018-07-19,night3,0,31.1,15.6,23.35,200
C108-S1,2018,4,16,2018-07-20,night4,0,32.2,15.6,23.900000000000002,201
C108-S1,2019,1,17,2019-07-18,night1,26.7,35,22.8,28.9,199
C108-S1,2019,2,18,2019-07-19,night2,0,35,22.8,28.9,200
C108-S1,2019,3,19,2019-07-20,night3,0,35,22.8,28.9,201
C108-S1,2019,4,20,2019-07-21,night4,0,35,22.8,28.9,202
C108-S1,2020,1,21,2020-07-30,night1,25.9,36.7,21.7,29.200000000000003,212
C108-S1,2020,2,22,2020-07-31,night2,0.5,32.2,21.7,26.950000000000003,213
C108-S1,2020,3,23,2020-08-01,night3,2.5,33.9,21.7,27.799999999999997,214
C108-S1,2020,4,24,2020-08-02,night4,6.4,33.3,22.8,28.049999999999997,215
C108-S1,2021,1,25,2021-07-22,night1,0,31.7,19.4,25.549999999999997,203
C108-S1,2021,2,26,2021-07-23,night2,0,31.7,18.3,25,204
C108-S1,2021,3,27,2021-07-24,night3,0,30,18.3,24.15,205
C108-S1,2021,4,28,2021-07-25,night4,0,30.6,18.9,24.75,206
C108-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C108-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C108-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C108-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C108-S2,2016,1,5,2016-07-17,night1,13.5,30.6,20.6,25.6,199
C108-S2,2016,2,6,2016-07-18,night2,0,31.7,21.1,26.4,200
C108-S2,2016,3,7,2016-07-19,night3,0,33.3,22.2,27.75,201
C108-S2,2016,4,8,2016-07-20,night4,0,30.6,20.6,25.6,202
C108-S2,2017,1,9,2017-07-15,night1,0,34.4,23.9,29.15,196
C108-S2,2017,2,10,2017-07-16,night2,0,32.2,22.2,27.200000000000003,197
C108-S2,2017,3,11,2017-07-17,night3,0,28.9,22.2,25.549999999999997,198
C108-S2,2017,4,12,2017-07-18,night4,0,31.7,22.2,26.95,199
C108-S2,2018,1,13,2018-07-17,night1,0,33.9,21.7,27.799999999999997,198
C108-S2,2018,2,14,2018-07-18,night2,3.3,33.3,21.7,27.5,199
C108-S2,2018,3,15,2018-07-19,night3,0,31.1,15.6,23.35,200
C108-S2,2018,4,16,2018-07-20,night4,0,32.2,15.6,23.900000000000002,201
C108-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C108-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C108-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C108-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C108-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C108-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C108-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C108-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C108-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C108-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C108-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C108-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C108-S3,2015,1,1,2015-07-21,night1,0,33.9,23.3,28.6,202
C108-S3,2015,2,2,2015-07-22,night2,0,30.6,21.1,25.85,203
C108-S3,2015,3,3,2015-07-23,night3,0,25,20.6,22.8,204
C108-S3,2015,4,4,2015-07-24,night4,18,35,17.2,26.1,205
C108-S3,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C108-S3,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C108-S3,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C108-S3,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C108-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C108-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C108-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C108-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C108-S3,2018,1,13,2018-07-17,night1,0,33.9,21.7,27.799999999999997,198
C108-S3,2018,2,14,2018-07-18,night2,3.3,33.3,21.7,27.5,199
C108-S3,2018,3,15,2018-07-19,night3,0,31.1,15.6,23.35,200
C108-S3,2018,4,16,2018-07-20,night4,0,32.2,15.6,23.900000000000002,201
C108-S3,2019,1,17,2019-07-18,night1,26.7,35,22.8,28.9,199
C108-S3,2019,2,18,2019-07-19,night2,0,35,22.8,28.9,200
C108-S3,2019,3,19,2019-07-20,night3,0,35,22.8,28.9,201
C108-S3,2019,4,20,2019-07-21,night4,0,35,22.8,28.9,202
C108-S3,2020,1,21,2020-07-30,night1,25.9,36.7,21.7,29.200000000000003,212
C108-S3,2020,2,22,2020-07-31,night2,0.5,32.2,21.7,26.950000000000003,213
C108-S3,2020,3,23,2020-08-01,night3,2.5,33.9,21.7,27.799999999999997,214
C108-S3,2020,4,24,2020-08-02,night4,6.4,33.3,22.8,28.049999999999997,215
C108-S3,2021,1,25,2021-07-22,night1,0,31.7,19.4,25.549999999999997,203
C108-S3,2021,2,26,2021-07-23,night2,0,31.7,18.3,25,204
C108-S3,2021,3,27,2021-07-24,night3,0,30,18.3,24.15,205
C108-S3,2021,4,28,2021-07-25,night4,0,30.6,18.9,24.75,206
C108-S4,2015,1,1,2015-07-21,night1,0,33.9,23.3,28.6,202
C108-S4,2015,2,2,2015-07-22,night2,0,30.6,21.1,25.85,203
C108-S4,2015,3,3,2015-07-23,night3,0,25,20.6,22.8,204
C108-S4,2015,4,4,2015-07-24,night4,18,35,17.2,26.1,205
C108-S4,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C108-S4,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C108-S4,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C108-S4,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C108-S4,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C108-S4,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C108-S4,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C108-S4,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C108-S4,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C108-S4,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C108-S4,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C108-S4,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C108-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C108-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C108-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C108-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C108-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C108-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C108-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C108-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C108-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C108-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C108-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C108-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C108-S6,2015,1,1,2015-07-21,night1,0,33.9,23.3,28.6,202
C108-S6,2015,2,2,2015-07-22,night2,0,30.6,21.1,25.85,203
C108-S6,2015,3,3,2015-07-23,night3,0,25,20.6,22.8,204
C108-S6,2015,4,4,2015-07-24,night4,18,35,17.2,26.1,205
C108-S6,2016,1,5,2016-07-17,night1,13.5,30.6,20.6,25.6,199
C108-S6,2016,2,6,2016-07-18,night2,0,31.7,21.1,26.4,200
C108-S6,2016,3,7,2016-07-19,night3,0,33.3,22.2,27.75,201
C108-S6,2016,4,8,2016-07-20,night4,0,30.6,20.6,25.6,202
C108-S6,2017,1,9,2017-07-15,night1,0,34.4,23.9,29.15,196
C108-S6,2017,2,10,2017-07-16,night2,0,32.2,22.2,27.200000000000003,197
C108-S6,2017,3,11,2017-07-17,night3,0,28.9,22.2,25.549999999999997,198
C108-S6,2017,4,12,2017-07-18,night4,0,31.7,22.2,26.95,199
C108-S6,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C108-S6,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C108-S6,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C108-S6,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C108-S6,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C108-S6,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C108-S6,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C108-S6,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C108-S6,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C108-S6,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C108-S6,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C108-S6,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C108-S6,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C108-S6,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C108-S6,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C108-S6,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C108-S7,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C108-S7,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C108-S7,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C108-S7,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C108-S7,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C108-S7,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C108-S7,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C108-S7,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C108-S7,2017,1,9,2017-07-15,night1,0,34.4,23.9,29.15,196
C108-S7,2017,2,10,2017-07-16,night2,0,32.2,22.2,27.200000000000003,197
C108-S7,2017,3,11,2017-07-17,night3,0,28.9,22.2,25.549999999999997,198
C108-S7,2017,4,12,2017-07-18,night4,0,31.7,22.2,26.95,199
C108-S7,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C108-S7,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C108-S7,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C108-S7,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C108-S7,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C108-S7,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C108-S7,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C108-S7,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C108-S7,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C108-S7,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C108-S7,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C108-S7,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C108-S7,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C108-S7,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C108-S7,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C108-S7,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C10-S1,2015,1,1,2015-07-13,night1,26.9,30.6,20.6,25.6,194
C10-S1,2015,2,2,2015-07-14,night2,0,30.6,20,25.3,195
C10-S1,2015,3,3,2015-07-15,night3,0,30.6,22.8,26.700000000000003,196
C10-S1,2015,4,4,2015-07-16,night4,0,29.4,24.4,26.9,197
C10-S1,2016,1,5,2016-07-06,night1,0,34.4,21.1,27.75,188
C10-S1,2016,2,6,2016-07-07,night2,14,33.3,21.1,27.2,189
C10-S1,2016,3,7,2016-07-08,night3,13.5,33.9,19.4,26.65,190
C10-S1,2016,4,8,2016-07-09,night4,0,32.2,20.6,26.400000000000002,191
C10-S1,2017,1,9,2017-07-05,night1,0,31.7,21.1,26.4,186
C10-S1,2017,2,10,2017-07-06,night2,0,34.4,20,27.2,187
C10-S1,2017,3,11,2017-07-07,night3,0,34.4,22.2,28.299999999999997,188
C10-S1,2017,4,12,2017-07-08,night4,5.1,34.4,22.8,28.6,189
C10-S1,2018,1,13,2018-07-04,night1,0,35,21.1,28.05,185
C10-S1,2018,2,14,2018-07-05,night2,3,33.3,21.1,27.2,186
C10-S1,2018,3,15,2018-07-06,night3,0,35,20.6,27.8,187
C10-S1,2018,4,16,2018-07-07,night4,14.2,27.2,20,23.6,188
C10-S1,2019,1,17,2019-06-28,night1,0,33.3,18.9,26.099999999999998,179
C10-S1,2019,2,18,2019-06-29,night2,0,33.9,19.4,26.65,180
C10-S1,2019,3,19,2019-06-30,night3,0,33.9,20.6,27.25,181
C10-S1,2019,4,20,2019-07-01,night4,0,33.9,25.6,29.75,182
C10-S1,2020,1,21,2020-06-16,night1,29.5,16.1,14.4,15.25,168
C10-S1,2020,2,22,2020-06-17,night2,17.8,22.2,15,18.6,169
C10-S1,2020,3,23,2020-06-18,night3,0,25.6,13.3,19.450000000000003,170
C10-S1,2020,4,24,2020-06-19,night4,0,28.3,17.2,22.75,171
C10-S1,2021,1,25,2021-06-17,night1,0,27.8,13.3,20.55,168
C10-S1,2021,2,26,2021-06-18,night2,0,31.1,11.7,21.4,169
C10-S1,2021,3,27,2021-06-19,night3,0,32.8,21.7,27.25,170
C10-S1,2021,4,28,2021-06-20,night4,58.9,32.8,21.1,26.95,171
C10-S2,2015,1,1,2015-07-13,night1,26.9,30.6,20.6,25.6,194
C10-S2,2015,2,2,2015-07-14,night2,0,30.6,20,25.3,195
C10-S2,2015,3,3,2015-07-15,night3,0,30.6,22.8,26.700000000000003,196
C10-S2,2015,4,4,2015-07-16,night4,0,29.4,24.4,26.9,197
C10-S2,2016,1,5,2016-07-06,night1,0,34.4,21.1,27.75,188
C10-S2,2016,2,6,2016-07-07,night2,14,33.3,21.1,27.2,189
C10-S2,2016,3,7,2016-07-08,night3,13.5,33.9,19.4,26.65,190
C10-S2,2016,4,8,2016-07-09,night4,0,32.2,20.6,26.400000000000002,191
C10-S2,2017,1,9,2017-07-05,night1,0,31.7,21.1,26.4,186
C10-S2,2017,2,10,2017-07-06,night2,0,34.4,20,27.2,187
C10-S2,2017,3,11,2017-07-07,night3,0,34.4,22.2,28.299999999999997,188
C10-S2,2017,4,12,2017-07-08,night4,5.1,34.4,22.8,28.6,189
C10-S2,2018,1,13,2018-07-04,night1,0,35,21.1,28.05,185
C10-S2,2018,2,14,2018-07-05,night2,3,33.3,21.1,27.2,186
C10-S2,2018,3,15,2018-07-06,night3,0,35,20.6,27.8,187
C10-S2,2018,4,16,2018-07-07,night4,14.2,27.2,20,23.6,188
C10-S2,2019,1,17,2019-06-28,night1,0,33.3,18.9,26.099999999999998,179
C10-S2,2019,2,18,2019-06-29,night2,0,33.9,19.4,26.65,180
C10-S2,2019,3,19,2019-06-30,night3,0,33.9,20.6,27.25,181
C10-S2,2019,4,20,2019-07-01,night4,0,33.9,25.6,29.75,182
C10-S2,2020,1,21,2020-06-16,night1,29.5,16.1,14.4,15.25,168
C10-S2,2020,2,22,2020-06-17,night2,17.8,22.2,15,18.6,169
C10-S2,2020,3,23,2020-06-18,night3,0,25.6,13.3,19.450000000000003,170
C10-S2,2020,4,24,2020-06-19,night4,0,28.3,17.2,22.75,171
C10-S2,2021,1,25,2021-06-17,night1,0,27.8,13.3,20.55,168
C10-S2,2021,2,26,2021-06-18,night2,0,31.1,11.7,21.4,169
C10-S2,2021,3,27,2021-06-19,night3,0,32.8,21.7,27.25,170
C10-S2,2021,4,28,2021-06-20,night4,58.9,32.8,21.1,26.95,171
C10-S3,2015,1,1,2015-07-13,night1,26.9,30.6,20.6,25.6,194
C10-S3,2015,2,2,2015-07-14,night2,0,30.6,20,25.3,195
C10-S3,2015,3,3,2015-07-15,night3,0,30.6,22.8,26.700000000000003,196
C10-S3,2015,4,4,2015-07-16,night4,0,29.4,24.4,26.9,197
C10-S3,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C10-S3,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C10-S3,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C10-S3,2016,4,8,NA,NA,NA,NA,NA,NA,NA
