site_code,year,night_n,visit,date,night,prcp,tmax,tmin,tavg,J_date
C65-S6,2019,4,20,2019-07-10,night4,0,26.1,21.1,23.6,191
C65-S6,2020,1,21,2020-07-11,night1,0,31.1,18.3,24.700000000000003,193
C65-S6,2020,2,22,2020-07-12,night2,0,31.7,20,25.85,194
C65-S6,2020,3,23,2020-07-13,night3,0,31.1,20.6,25.85,195
C65-S6,2020,4,24,2020-07-14,night4,0,32.2,21.7,26.950000000000003,196
C65-S6,2021,1,25,2021-07-14,night1,52.1,31.7,20,25.85,195
C65-S6,2021,2,26,2021-07-15,night2,0,32.2,21.7,26.950000000000003,196
C65-S6,2021,3,27,2021-07-16,night3,0,31.7,21.7,26.7,197
C65-S6,2021,4,28,2021-07-17,night4,0,32.8,22.2,27.5,198
C66-S1,2015,1,1,2015-07-27,night1,0,32.2,21.1,26.650000000000002,208
C66-S1,2015,2,2,2015-07-28,night2,19.1,31.1,21.7,26.4,209
C66-S1,2015,3,3,2015-07-29,night3,11.2,31.1,21.7,26.4,210
C66-S1,2015,4,4,2015-07-30,night4,2.8,32.2,22.8,27.5,211
C66-S1,2016,1,5,2016-07-22,night1,0,33.9,22.8,28.35,204
C66-S1,2016,2,6,2016-07-23,night2,0,34.4,22.2,28.299999999999997,205
C66-S1,2016,3,7,2016-07-24,night3,0,34.4,22.2,28.299999999999997,206
C66-S1,2016,4,8,2016-07-25,night4,0,35.6,23.3,29.450000000000003,207
C66-S1,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C66-S1,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C66-S1,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C66-S1,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C66-S1,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C66-S1,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C66-S1,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C66-S1,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C66-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C66-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C66-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C66-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C66-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C66-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C66-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C66-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C66-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C66-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C66-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C66-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C6-S1,2015,1,1,2015-06-22,night1,0,31.7,16.1,23.9,173
C6-S1,2015,2,2,2015-06-23,night2,0,31.7,16.1,23.9,174
C6-S1,2015,3,3,2015-06-24,night3,0,31.7,18.3,25,175
C6-S1,2015,4,4,2015-06-25,night4,0,32.8,18.3,25.549999999999997,176
C6-S1,2016,1,5,2016-06-20,night1,0,27.2,11.7,19.45,172
C6-S1,2016,2,6,2016-06-21,night2,0,28.3,13.9,21.1,173
C6-S1,2016,3,7,2016-06-22,night3,0,29.4,16.7,23.049999999999997,174
C6-S1,2016,4,8,2016-06-23,night4,0,30.6,19.4,25,175
C6-S1,2017,1,9,2017-06-20,night1,1.3,25.6,15,20.3,171
C6-S1,2017,2,10,2017-06-21,night2,0,26.7,16.7,21.7,172
C6-S1,2017,3,11,2017-06-22,night3,0.5,26.7,18.3,22.5,173
C6-S1,2017,4,12,2017-06-23,night4,11.2,21.7,18.9,20.299999999999997,174
C6-S1,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C6-S1,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C6-S1,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C6-S1,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C6-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C6-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C6-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C6-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C6-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C6-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C6-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C6-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C6-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C6-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C6-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C6-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C6-S2,2015,1,1,2015-06-22,night1,0,31.7,16.1,23.9,173
C6-S2,2015,2,2,2015-06-23,night2,0,31.7,16.1,23.9,174
C6-S2,2015,3,3,2015-06-24,night3,0,31.7,18.3,25,175
C6-S2,2015,4,4,2015-06-25,night4,0,32.8,18.3,25.549999999999997,176
C6-S2,2016,1,5,2016-06-20,night1,0,27.2,11.7,19.45,172
C6-S2,2016,2,6,2016-06-21,night2,0,28.3,13.9,21.1,173
C6-S2,2016,3,7,2016-06-22,night3,0,29.4,16.7,23.049999999999997,174
C6-S2,2016,4,8,2016-06-23,night4,0,30.6,19.4,25,175
C6-S2,2017,1,9,2017-06-20,night1,1.3,25.6,15,20.3,171
C6-S2,2017,2,10,2017-06-21,night2,0,26.7,16.7,21.7,172
C6-S2,2017,3,11,2017-06-22,night3,0.5,26.7,18.3,22.5,173
C6-S2,2017,4,12,2017-06-23,night4,11.2,21.7,18.9,20.299999999999997,174
C6-S2,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C6-S2,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C6-S2,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C6-S2,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C6-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C6-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C6-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C6-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C6-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C6-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C6-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C6-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C6-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C6-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C6-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C6-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C6-S3,2015,1,1,2015-06-22,night1,0,31.7,16.1,23.9,173
C6-S3,2015,2,2,2015-06-23,night2,0,31.7,16.1,23.9,174
C6-S3,2015,3,3,2015-06-24,night3,0,31.7,18.3,25,175
C6-S3,2015,4,4,2015-06-25,night4,0,32.8,18.3,25.549999999999997,176
C6-S3,2016,1,5,2016-06-20,night1,0,27.2,11.7,19.45,172
C6-S3,2016,2,6,2016-06-21,night2,0,28.3,13.9,21.1,173
C6-S3,2016,3,7,2016-06-22,night3,0,29.4,16.7,23.049999999999997,174
C6-S3,2016,4,8,2016-06-23,night4,0,30.6,19.4,25,175
C6-S3,2017,1,9,2017-06-21,night1,0,26.7,16.7,21.7,172
C6-S3,2017,2,10,2017-06-22,night2,0.5,26.7,18.3,22.5,173
C6-S3,2017,3,11,2017-06-23,night3,11.2,21.7,18.9,20.299999999999997,174
C6-S3,2017,4,12,2017-06-24,night4,13.7,27.8,19.4,23.6,175
C6-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C6-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C6-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C6-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C6-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C6-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C6-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C6-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C6-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C6-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C6-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C6-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C6-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C6-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C6-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C6-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C6-S4,2015,1,1,2015-06-22,night1,0,31.7,16.1,23.9,173
C6-S4,2015,2,2,2015-06-23,night2,0,31.7,16.1,23.9,174
C6-S4,2015,3,3,2015-06-24,night3,0,31.7,18.3,25,175
C6-S4,2015,4,4,2015-06-25,night4,0,32.8,18.3,25.549999999999997,176
C6-S4,2016,1,5,2016-06-20,night1,0,27.2,11.7,19.45,172
C6-S4,2016,2,6,2016-06-21,night2,0,28.3,13.9,21.1,173
C6-S4,2016,3,7,2016-06-22,night3,0,29.4,16.7,23.049999999999997,174
C6-S4,2016,4,8,2016-06-23,night4,0,30.6,19.4,25,175
C6-S4,2017,1,9,2017-06-20,night1,1.3,25.6,15,20.3,171
C6-S4,2017,2,10,2017-06-21,night2,0,26.7,16.7,21.7,172
C6-S4,2017,3,11,2017-06-22,night3,0.5,26.7,18.3,22.5,173
C6-S4,2017,4,12,2017-06-23,night4,11.2,21.7,18.9,20.299999999999997,174
C6-S4,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C6-S4,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C6-S4,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C6-S4,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C6-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C6-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C6-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C6-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C6-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C6-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C6-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C6-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C6-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C6-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C6-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C6-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C74-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C74-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C74-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C74-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C74-S1,2016,1,5,2016-07-27,night1,2.5,33.9,20.6,27.25,209
C74-S1,2016,2,6,2016-07-28,night2,15.7,33.9,21.1,27.5,210
C74-S1,2016,3,7,2016-07-29,night3,0,30,20.6,25.3,211
C74-S1,2016,4,8,2016-07-30,night4,20.8,30,19.4,24.7,212
C74-S1,2017,1,9,2017-07-25,night1,0,30,18.3,24.15,206
C74-S1,2017,2,10,2017-07-26,night2,0,31.7,18.3,25,207
C74-S1,2017,3,11,2017-07-27,night3,0,32.8,18.3,25.549999999999997,208
C74-S1,2017,4,12,2017-07-28,night4,7.6,29.4,18.9,24.15,209
C74-S1,2018,1,13,2018-07-23,night1,18.3,28.3,16.7,22.5,204
C74-S1,2018,2,14,2018-07-24,night2,0,28.3,16.1,22.200000000000003,205
C74-S1,2018,3,15,2018-07-25,night3,4.8,27.8,16.7,22.25,206
C74-S1,2018,4,16,2018-07-26,night4,0,27.8,16.7,22.25,207
C74-S1,2019,1,17,2019-07-30,night1,16,30.6,14.4,22.5,211
C74-S1,2019,2,18,2019-07-31,night2,20.8,28.9,15,21.95,212
C74-S1,2019,3,19,2019-08-01,night3,6.4,28.3,10.6,19.45,213
C74-S1,2019,4,20,2019-08-02,night4,1,29.4,16.7,23.049999999999997,214
C74-S1,2020,1,21,2020-07-20,night1,0.8,33.9,20,26.95,202
C74-S1,2020,2,22,2020-07-21,night2,0,33.9,20,26.95,203
C74-S1,2020,3,23,2020-07-22,night3,0,33.3,20.6,26.95,204
C74-S1,2020,4,24,2020-07-23,night4,0.5,32.2,20.6,26.400000000000002,205
C74-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C74-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C74-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C74-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C74-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C74-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C74-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C74-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C74-S2,2016,1,5,2016-07-27,night1,2.5,33.9,20.6,27.25,209
C74-S2,2016,2,6,2016-07-28,night2,15.7,33.9,21.1,27.5,210
C74-S2,2016,3,7,2016-07-29,night3,0,30,20.6,25.3,211
C74-S2,2016,4,8,2016-07-30,night4,20.8,30,19.4,24.7,212
C74-S2,2017,1,9,2017-07-25,night1,0,30,18.3,24.15,206
C74-S2,2017,2,10,2017-07-26,night2,0,31.7,18.3,25,207
C74-S2,2017,3,11,2017-07-27,night3,0,32.8,18.3,25.549999999999997,208
C74-S2,2017,4,12,2017-07-28,night4,7.6,29.4,18.9,24.15,209
C74-S2,2018,1,13,2018-07-23,night1,18.3,28.3,16.7,22.5,204
C74-S2,2018,2,14,2018-07-24,night2,0,28.3,16.1,22.200000000000003,205
C74-S2,2018,3,15,2018-07-25,night3,4.8,27.8,16.7,22.25,206
C74-S2,2018,4,16,2018-07-26,night4,0,27.8,16.7,22.25,207
C74-S2,2019,1,17,2019-07-30,night1,16,30.6,14.4,22.5,211
C74-S2,2019,2,18,2019-07-31,night2,20.8,28.9,15,21.95,212
C74-S2,2019,3,19,2019-08-01,night3,6.4,28.3,10.6,19.45,213
C74-S2,2019,4,20,2019-08-02,night4,1,29.4,16.7,23.049999999999997,214
C74-S2,2020,1,21,2020-07-20,night1,0.8,33.9,20,26.95,202
C74-S2,2020,2,22,2020-07-21,night2,0,33.9,20,26.95,203
C74-S2,2020,3,23,2020-07-22,night3,0,33.3,20.6,26.95,204
C74-S2,2020,4,24,2020-07-23,night4,0.5,32.2,20.6,26.400000000000002,205
C74-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C74-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C74-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C74-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C74-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C74-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C74-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C74-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C74-S3,2016,1,5,2016-07-27,night1,0.3,30,18.3,24.15,209
C74-S3,2016,2,6,2016-07-28,night2,3.8,30.6,18.3,24.450000000000003,210
C74-S3,2016,3,7,2016-07-29,night3,3.8,28.3,18.3,23.3,211
C74-S3,2016,4,8,2016-07-30,night4,1,27.2,16.1,21.65,212
C74-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C74-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C74-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C74-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C74-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C74-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C74-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C74-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C74-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C74-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C74-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C74-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C74-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C74-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C74-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C74-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C74-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C74-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C74-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C74-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C75-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C75-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C75-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C75-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C75-S1,2016,1,5,2016-06-10,night1,0,27.9,13.5,20.7,162
C75-S1,2016,2,6,2016-06-11,night2,0,32.3,16,24.15,163
C75-S1,2016,3,7,2016-06-12,night3,0,32.9,20.2,26.549999999999997,164
C75-S1,2016,4,8,2016-06-13,night4,0,28,15.5,21.75,165
C75-S1,2017,1,9,2017-06-10,night1,0,30.1,14.7,22.4,161
C75-S1,2017,2,10,2017-06-11,night2,0,30.7,17.3,24,162
C75-S1,2017,3,11,2017-06-12,night3,0,30.3,17.7,24,163
C75-S1,2017,4,12,2017-06-13,night4,0,29.7,18.3,24,164
C75-S1,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C75-S1,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C75-S1,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C75-S1,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C75-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C75-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C75-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C75-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C75-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C75-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C75-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C75-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C75-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C75-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C75-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C75-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C75-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C75-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C75-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C75-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C75-S2,2016,1,5,2016-06-10,night1,0,27.9,13.5,20.7,162
C75-S2,2016,2,6,2016-06-11,night2,0,32.3,16,24.15,163
C75-S2,2016,3,7,2016-06-12,night3,0,32.9,20.2,26.549999999999997,164
C75-S2,2016,4,8,2016-06-13,night4,0,28,15.5,21.75,165
C75-S2,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C75-S2,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C75-S2,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C75-S2,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C75-S2,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C75-S2,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C75-S2,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C75-S2,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C75-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C75-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C75-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C75-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C75-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C75-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C75-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C75-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C75-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C75-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C75-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C75-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C75-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C75-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C75-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C75-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C75-S3,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C75-S3,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C75-S3,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C75-S3,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C75-S3,2017,1,9,2017-06-10,night1,0,30.1,14.7,22.4,161
C75-S3,2017,2,10,2017-06-11,night2,0,30.7,17.3,24,162
C75-S3,2017,3,11,2017-06-12,night3,0,30.3,17.7,24,163
C75-S3,2017,4,12,2017-06-13,night4,0,29.7,18.3,24,164
C75-S3,2018,1,13,2018-06-10,night1,26.9,31.2,17.8,24.5,161
C75-S3,2018,2,14,2018-06-11,night2,1.3,29.3,17.1,23.200000000000003,162
C75-S3,2018,3,15,2018-06-12,night3,1.9,21.2,16.6,18.9,163
C75-S3,2018,4,16,2018-06-13,night4,0,28.4,18.6,23.5,164
C75-S3,2019,1,17,2019-05-30,night1,0,33.7,17.2,25.450000000000003,150
C75-S3,2019,2,18,2019-05-31,night2,10.5,30.4,16.8,23.6,151
C75-S3,2019,3,19,2019-06-01,night3,0,28,15.7,21.85,152
C75-S3,2019,4,20,2019-06-02,night4,0,29.8,15.7,22.75,153
C75-S3,2020,1,21,2020-06-05,night1,3.6,29,19.3,24.15,157
C75-S3,2020,2,22,2020-06-06,night2,0,31,21.1,26.05,158
C75-S3,2020,3,23,2020-06-07,night3,0,29.7,18.5,24.1,159
C75-S3,2020,4,24,2020-06-08,night4,0,28.8,16.8,22.8,160
C75-S3,2021,1,25,2021-06-01,night1,NA,NA,NA,NA,152
C75-S3,2021,2,26,2021-06-02,night2,NA,NA,NA,NA,153
C75-S3,2021,3,27,2021-06-03,night3,NA,NA,NA,NA,154
C75-S3,2021,4,28,2021-06-04,night4,NA,NA,NA,NA,155
C75-S4,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C75-S4,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C75-S4,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C75-S4,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C75-S4,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C75-S4,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C75-S4,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C75-S4,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C75-S4,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C75-S4,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C75-S4,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C75-S4,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C75-S4,2018,1,13,2018-06-10,night1,26.9,31.2,17.8,24.5,161
C75-S4,2018,2,14,2018-06-11,night2,1.3,29.3,17.1,23.200000000000003,162
C75-S4,2018,3,15,2018-06-12,night3,1.9,21.2,16.6,18.9,163
C75-S4,2018,4,16,2018-06-13,night4,0,28.4,18.6,23.5,164
C75-S4,2019,1,17,2019-05-30,night1,0,33.7,17.2,25.450000000000003,150
C75-S4,2019,2,18,2019-05-31,night2,10.5,30.4,16.8,23.6,151
C75-S4,2019,3,19,2019-06-01,night3,0,28,15.7,21.85,152
C75-S4,2019,4,20,2019-06-02,night4,0,29.8,15.7,22.75,153
C75-S4,2020,1,21,2020-06-05,night1,3.6,29,19.3,24.15,157
C75-S4,2020,2,22,2020-06-06,night2,0,31,21.1,26.05,158
C75-S4,2020,3,23,2020-06-07,night3,0,29.7,18.5,24.1,159
C75-S4,2020,4,24,2020-06-08,night4,0,28.8,16.8,22.8,160
C75-S4,2021,1,25,2021-06-01,night1,NA,NA,NA,NA,152
C75-S4,2021,2,26,2021-06-02,night2,NA,NA,NA,NA,153
C75-S4,2021,3,27,2021-06-03,night3,NA,NA,NA,NA,154
C75-S4,2021,4,28,2021-06-04,night4,NA,NA,NA,NA,155
C78-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C78-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C78-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C78-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C78-S1,2016,1,5,2016-07-22,night1,0,32.2,18.9,25.55,204
C78-S1,2016,2,6,2016-07-23,night2,0,34.4,20.6,27.5,205
C78-S1,2016,3,7,2016-07-24,night3,0,35,21.1,28.05,206
C78-S1,2016,4,8,2016-07-25,night4,0,35.6,21.1,28.35,207
C78-S1,2017,1,9,2017-07-20,night1,0,33.3,18.3,25.799999999999997,201
C78-S1,2017,2,10,2017-07-21,night2,0,34.4,20.6,27.5,202
C78-S1,2017,3,11,2017-07-22,night3,0,34.4,21.1,27.75,203
C78-S1,2017,4,12,2017-07-23,night4,0,35.6,22.2,28.9,204
C78-S1,2018,1,13,2018-07-28,night1,0,32.8,20.6,26.7,209
C78-S1,2018,2,14,2018-07-29,night2,0,30.6,18.9,24.75,210
C78-S1,2018,3,15,2018-07-30,night3,0,30,19.4,24.7,211
C78-S1,2018,4,16,2018-07-31,night4,4.3,30,21.1,25.55,212
C78-S1,2019,1,17,2019-07-09,night1,0,32.8,21.7,27.25,190
C78-S1,2019,2,18,2019-07-10,night2,0,28.9,21.7,25.299999999999997,191
C78-S1,2019,3,19,2019-07-11,night3,0,31.1,21.7,26.4,192
C78-S1,2019,4,20,2019-07-12,night4,10.4,32.2,21.1,26.650000000000002,193
C78-S1,2020,1,21,2020-07-09,night1,0.5,31.1,21.1,26.1,191
C78-S1,2020,2,22,2020-07-10,night2,6.1,31.1,21.1,26.1,192
C78-S1,2020,3,23,2020-07-11,night3,22.4,33.9,20,26.95,193
C78-S1,2020,4,24,2020-07-12,night4,0,31.7,16.7,24.2,194
C78-S1,2021,1,25,2021-06-23,night1,4.3,25,13.9,19.45,174
C78-S1,2021,2,26,2021-06-24,night2,0.3,25.6,13.9,19.75,175
C78-S1,2021,3,27,2021-06-25,night3,0,26.7,12.2,19.45,176
C78-S1,2021,4,28,2021-06-26,night4,0,26.7,11.7,19.2,177
C78-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C78-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C78-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C78-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C78-S2,2016,1,5,2016-07-22,night1,0,32.2,18.9,25.55,204
C78-S2,2016,2,6,2016-07-23,night2,0,34.4,20.6,27.5,205
